date,hospital_id,hospital_name,water_pH,turbidity_NTU,fecal_coliform_cfu_100ml,residual_chlorine_mg_L,water_temperature_C,dissolved_oxygen_mg_L,cholera_water_risk,typhoid_water_risk,gastro_water_risk,water_risk_score,water_risk_level,contamination_event_flag
17-02-2026,PUB_RML_DEL,Dr. Ram Manohar Lohia Hospital,7.29,1.7,212,0.38,26.88,8.87,0.29,0.231,0.262,0.264,LOW,0
18-02-2026,PUB_RML_DEL,Dr. Ram Manohar Lohia Hospital,7.27,2.46,238,0.39,25.96,7.94,0.362,0.229,0.315,0.306,MEDIUM,0
19-02-2026,PUB_RML_DEL,Dr. Ram Manohar Lohia Hospital,7.34,1.53,134,0.42,27.2,7.47,0.214,0.229,0.208,0.218,LOW,0
24-08-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.21,1.49,578,0.55,27.07,5.51,0.581,0.395,0.124,0.425,MEDIUM,0
25-08-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.44,1.16,343,0.57,28.49,6.02,0.363,0.469,0.097,0.347,MEDIUM,0
26-08-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.19,3.42,230,0.57,27.31,5.5,0.42,0.163,0.285,0.303,MEDIUM,0
27-08-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.48,1.98,455,0.55,30.01,6.7,0.511,0.583,0.165,0.467,MEDIUM,0
28-08-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.41,2.39,470,0.45,27.74,6.33,0.551,0.523,0.249,0.481,MEDIUM,0
29-08-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.3,0.64,479,0.5,25.3,5.44,0.442,0.419,0.053,0.356,MEDIUM,0
30-08-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.38,2.98,208,0.47,28.27,5.56,0.372,0.319,0.278,0.335,MEDIUM,0
31-08-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.28,0.97,356,0.47,28.59,5.22,0.361,0.317,0.111,0.296,LOW,0
01-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.15,0.71,308,0.42,28.19,6.19,0.304,0.255,0.139,0.254,LOW,0
02-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.25,2.51,385,0.53,29.73,5.34,0.488,0.307,0.209,0.369,MEDIUM,0
03-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.31,2.02,368,0.47,28.29,6.53,0.441,0.355,0.198,0.363,MEDIUM,0
04-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,6.96,1.98,330,0.47,28.12,6.13,0.407,0.46,0.195,0.383,MEDIUM,0
05-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.29,2.89,500,0.46,28.19,6.23,0.609,0.423,0.281,0.479,MEDIUM,0
06-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.53,1.9,371,0.45,26.9,5.23,0.436,0.577,0.208,0.44,MEDIUM,0
07-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.57,1.25,533,0.47,28.7,5.43,0.527,0.725,0.134,0.518,MEDIUM,0
08-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.04,5.24,347,0.43,28.08,4.44,0.639,0.391,0.507,0.526,MEDIUM,0
09-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.08,2.85,382,0.4,28.11,5.45,0.508,0.375,0.338,0.427,MEDIUM,0
10-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,6.96,0.47,512,0.39,25.86,5.99,0.458,0.581,0.149,0.439,MEDIUM,0
11-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.31,2.85,371,0.49,30.55,6.24,0.499,0.357,0.248,0.399,MEDIUM,0
12-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.5,1.93,310,0.57,29.25,5,0.387,0.507,0.161,0.384,MEDIUM,0
13-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.6,2.33,453,0.43,26.98,6.15,0.533,0.702,0.264,0.538,MEDIUM,0
14-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.29,1.5,277,0.34,29.23,6.21,0.331,0.275,0.285,0.302,MEDIUM,0
15-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.64,1.72,397,0.51,27.67,5.93,0.446,0.705,0.143,0.476,MEDIUM,0
16-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.54,1.89,334,0.51,28.23,5.47,0.404,0.563,0.158,0.41,MEDIUM,0
17-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.49,3.75,444,0.48,26.78,6.86,0.62,0.586,0.333,0.551,MEDIUM,0
18-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.02,0.93,163,0.49,28.67,4.74,0.198,0.289,0.088,0.208,LOW,0
19-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.4,3.66,430,0.53,28.08,5.6,0.602,0.487,0.305,0.502,MEDIUM,0
20-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.33,2.18,542,0.5,26.71,4.97,0.597,0.491,0.182,0.477,MEDIUM,0
21-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.27,1.68,390,0.42,27.53,5.32,0.437,0.33,0.22,0.356,MEDIUM,0
22-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.52,2.5,422,0.37,30.28,5.74,0.518,0.601,0.338,0.511,MEDIUM,0
23-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.42,2.66,312,0.52,27.79,5.45,0.437,0.428,0.222,0.391,MEDIUM,0
24-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.24,2.56,166,0.43,27.43,4.55,0.309,0.151,0.283,0.248,LOW,0
25-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.36,25.43,2613,0,28.59,2.344908475,1,1,1,1,HIGH,1
26-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.35,30.85,1338,0.011104916,28.69,4.299071424,1,1,1,1,HIGH,1
27-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.52,18.27,1417,0.167461896,27.17,3.16966172,1,1,1,1,HIGH,1
28-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.33,30.89,2894,0.049988707,27.09,4.201811412,1,1,1,1,HIGH,1
29-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.5,14.98,1821,0.191450724,27.36,2.281743371,1,1,1,1,HIGH,1
30-09-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.3,15.62,2863,0.045090926,27.17,3.276712893,1,1,1,1,HIGH,1
01-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.48,30.36,1848,0.064038694,27.62,4.142237079,1,1,1,1,HIGH,1
02-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.62,1.41,115,0.53,28.8,5.42,0.19,0.497,0.117,0.283,LOW,0
03-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.31,2.04,268,0.34,25.85,5.71,0.359,0.289,0.33,0.329,MEDIUM,0
04-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.29,1.94,153,0.5,28.45,5.85,0.257,0.192,0.162,0.215,LOW,0
05-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.39,0.52,258,0.36,26.13,5.2,0.25,0.362,0.183,0.276,LOW,0
06-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.11,0.85,260,0.45,26.75,6.4,0.273,0.263,0.121,0.239,LOW,0
07-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.61,1.43,263,0.59,27.9,5.85,0.315,0.585,0.119,0.37,MEDIUM,0
08-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.52,0.86,306,0.37,29.5,5.06,0.312,0.524,0.202,0.364,MEDIUM,0
09-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.48,0.68,295,0.41,30.03,6.41,0.291,0.477,0.147,0.327,MEDIUM,0
10-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.35,1.19,225,0.38,25.42,5.82,0.267,0.3,0.219,0.269,LOW,0
11-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.34,2.15,209,0.48,28.89,6.09,0.318,0.279,0.199,0.28,LOW,0
12-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.52,0.73,333,0.53,28.52,5.29,0.326,0.542,0.061,0.349,MEDIUM,0
13-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.23,1.76,232,0.49,28.37,5.43,0.311,0.185,0.157,0.236,LOW,0
14-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.37,0.91,109,0.45,27.25,6.58,0.151,0.243,0.126,0.178,LOW,0
15-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.26,2.31,187,0.35,29.27,6.68,0.31,0.185,0.343,0.273,LOW,0
16-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.31,2.24,220,0.54,30.57,5.13,0.333,0.257,0.187,0.277,LOW,0
17-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.06,0.58,286,0.49,26.79,5.87,0.277,0.331,0.058,0.252,LOW,0
18-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.17,1.09,309,0.26,26.67,6.33,0.33,0.236,0.331,0.297,LOW,0
19-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.25,1.7,142,0.48,26.77,6.21,0.232,0.145,0.162,0.187,LOW,0
20-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.24,1.93,298,0.45,28.91,6.82,0.377,0.239,0.211,0.295,LOW,0
21-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.17,2.36,254,0.42,26.69,5.76,0.369,0.199,0.277,0.291,LOW,0
22-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.61,1.48,254,0.52,27.93,5.61,0.31,0.579,0.123,0.367,MEDIUM,0
23-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.1,0.97,268,0.33,27.05,6.26,0.288,0.279,0.251,0.277,LOW,0
24-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.58,0.47,205,0.28,30.59,5.13,0.202,0.517,0.259,0.324,MEDIUM,0
25-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.43,1.71,222,0.52,28.73,5.69,0.299,0.378,0.142,0.295,LOW,0
26-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.31,2.52,232,0.36,27.2,6.21,0.361,0.265,0.35,0.325,MEDIUM,0
27-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.3,1.17,283,0.47,28.8,4.22,0.314,0.289,0.128,0.268,LOW,0
28-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.22,1.51,275,0.32,29.75,6.41,0.33,0.203,0.306,0.281,LOW,0
29-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.35,1.13,379,0.51,29.82,6.77,0.391,0.403,0.094,0.336,MEDIUM,0
30-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.17,0.99,211,0.51,27.5,6.33,0.242,0.171,0.083,0.185,LOW,0
31-10-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.3,1.02,293,0.49,28.89,4.58,0.312,0.295,0.095,0.263,LOW,0
01-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.49,0.92,178,0.46,26.55,6.83,0.21,0.409,0.117,0.261,LOW,0
02-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.29,1.54,202,0.63,26.52,5.89,0.271,0.225,0.128,0.226,LOW,0
03-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.22,0.36,251,0.63,29.05,5.8,0.233,0.187,0.03,0.176,LOW,0
04-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.47,0.91,256,0.35,27.35,5.58,0.274,0.441,0.226,0.323,MEDIUM,0
05-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.19,1.73,263,0.57,27.96,5.78,0.335,0.185,0.144,0.244,LOW,0
06-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.17,0.13,352,0.57,27.15,6.43,0.302,0.265,0.011,0.231,LOW,0
07-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.35,1.08,252,0.49,26.31,4.61,0.282,0.318,0.1,0.258,LOW,0
08-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.47,2.85,357,0.42,25.95,6.87,0.487,0.508,0.318,0.461,MEDIUM,0
09-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.51,2.43,287,0.44,28.83,6.21,0.401,0.501,0.263,0.408,MEDIUM,0
10-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.43,2.31,238,0.47,28.52,5.97,0.352,0.389,0.223,0.339,MEDIUM,0
11-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.41,1.67,180,0.35,27.21,5.06,0.261,0.33,0.289,0.291,LOW,0
12-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.39,0.19,202,0.4,27.57,5.56,0.181,0.325,0.116,0.218,LOW,0
13-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.41,1.02,290,0.48,28.26,5.86,0.31,0.403,0.105,0.302,MEDIUM,0
14-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.32,1.31,166,0.57,26.27,5.21,0.226,0.231,0.109,0.204,LOW,0
15-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.56,1.57,267,0.49,29.19,5.81,0.327,0.538,0.141,0.364,MEDIUM,0
16-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.49,0.61,228,0.62,26.84,5.88,0.231,0.442,0.051,0.269,LOW,0
17-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.5,0.56,221,0.44,28.73,5.38,0.222,0.447,0.107,0.278,LOW,0
18-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.29,1.33,214,0.42,28.14,5.44,0.267,0.233,0.191,0.24,LOW,0
19-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.62,0.78,197,0.33,28.69,5.76,0.216,0.551,0.235,0.337,MEDIUM,0
20-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.59,1.52,224,0.37,27.85,5.3,0.288,0.539,0.257,0.37,MEDIUM,0
21-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.51,1.26,229,0.53,28.95,4.66,0.275,0.463,0.105,0.307,MEDIUM,0
22-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.15,0.99,320,0.53,27.66,5.95,0.333,0.263,0.083,0.258,LOW,0
23-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.33,1.7,290,0.39,28.93,6.44,0.355,0.323,0.252,0.323,MEDIUM,0
24-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.42,1.03,219,0.62,23.25,5.09,0.251,0.366,0.086,0.258,LOW,0
25-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.67,1.12,176,0.46,29.21,5.33,0.221,0.587,0.133,0.332,MEDIUM,0
26-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.37,2.07,240,0.38,26.63,6.37,0.338,0.33,0.292,0.326,MEDIUM,0
27-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.53,1.7,247,0.43,28.51,6.43,0.319,0.495,0.212,0.359,MEDIUM,0
28-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.45,1.45,274,0.6,29.08,6.23,0.325,0.433,0.121,0.322,MEDIUM,0
29-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.63,1.61,168,0.38,26.4,5.8,0.247,0.542,0.254,0.352,MEDIUM,0
30-11-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.44,1.72,264,0.52,25.53,5.11,0.335,0.416,0.143,0.325,MEDIUM,0
01-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.35,0.18,274,0.37,28.55,5.8,0.24,0.333,0.145,0.254,LOW,0
02-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.3,1.4,248,0.31,29,5.51,0.3,0.265,0.307,0.289,LOW,0
03-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.28,1.87,232,0.4,26.87,6.12,0.318,0.235,0.256,0.276,LOW,0
04-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.63,1.08,247,0.43,27.26,4.99,0.278,0.595,0.16,0.365,MEDIUM,0
05-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.29,2.2,192,0.62,29.66,6.04,0.307,0.218,0.183,0.251,LOW,0
06-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.43,1.69,261,0.33,27.63,6.03,0.33,0.404,0.311,0.352,MEDIUM,0
07-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.41,1.72,190,0.38,26.01,5.35,0.273,0.337,0.263,0.293,LOW,0
08-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.19,24.23,2834,0.236351344,26.53,2.348218993,1,1,1,1,HIGH,1
09-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.46,23.69,2331,0.1318124,29.25,3.869380558,1,1,1,1,HIGH,1
10-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.38,0.66,209,0.47,26.07,5.21,0.218,0.319,0.085,0.227,LOW,0
11-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.55,26.75,2749,0.10993576,27.96,2.725561552,1,1,1,1,HIGH,1
12-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.23,13.78,1441,0.113526206,25.43,3.902131646,1,0.991,1,0.997,HIGH,1
13-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.19,31.08,2113,0.112136073,29.63,2.57762885,1,1,1,1,HIGH,1
14-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.47,22.77,3042,0.25488132,29.52,4.477630031,1,1,1,1,HIGH,1
15-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.31,15.68,2081,0.163154641,28.12,5.114918729,1,1,1,1,HIGH,1
16-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.68,15.55,3208,0.155945559,28.49,3.628898287,1,1,1,1,HIGH,1
17-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.09,20.8,1837,0.050241944,27.97,1.984046133,1,1,1,1,HIGH,1
18-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.43,26.71,1359,0,27.89,2.597432171,1,1,1,1,HIGH,1
19-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.36,32.05,2732,0.027578901,25.16,3.748447092,1,1,1,1,HIGH,1
20-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.32,12.21,2187,0.273932778,25.85,2.707208684,1,1,1,1,HIGH,1
21-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.28,17.38,1412,0,26.39,2.981825215,1,1,1,1,HIGH,1
22-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.7,12.48,3534,0.204764798,27.18,4.512317853,1,1,1,1,HIGH,1
23-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.04,1.28,286,0.35,27.43,5.52,0.324,0.351,0.257,0.32,MEDIUM,0
24-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.12,0.52,83,0.42,27.95,6.41,0.104,0.135,0.123,0.119,LOW,0
25-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.57,1.66,220,0.43,26.13,5.93,0.294,0.517,0.208,0.355,MEDIUM,0
26-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.39,0.04,294,0.47,26.34,4.99,0.248,0.386,0.033,0.253,LOW,0
27-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.53,1.91,328,0.44,27,5.5,0.401,0.549,0.219,0.416,MEDIUM,0
28-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.58,1.62,270,0.63,28.32,6.33,0.333,0.56,0.135,0.373,MEDIUM,0
29-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.06,1.49,186,0.49,27.25,5.28,0.254,0.264,0.134,0.234,LOW,0
30-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.28,0.57,302,0.47,29.05,6.26,0.29,0.281,0.078,0.244,LOW,0
31-12-2025,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.46,1.19,13,0.48,29.56,5.51,0.09,0.269,0.119,0.158,LOW,0
01-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.33,0.93,375,0.42,26.43,6.17,0.374,0.38,0.158,0.333,MEDIUM,0
02-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.34,1.18,332,0.46,26.11,6.07,0.355,0.361,0.138,0.314,MEDIUM,0
03-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.39,0.32,292,0.47,28.36,6.01,0.265,0.385,0.057,0.265,LOW,0
04-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.66,0.97,276,0.42,28.96,5.66,0.295,0.644,0.161,0.39,MEDIUM,0
05-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.05,0.47,262,0.44,26.43,5.87,0.25,0.325,0.099,0.246,LOW,0
06-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.31,1.82,330,0.63,28.45,5.72,0.396,0.33,0.152,0.324,MEDIUM,0
07-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.43,1.48,228,0.45,29.15,6.21,0.289,0.382,0.173,0.298,LOW,0
08-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.37,1.02,282,0.43,28.25,5.52,0.303,0.358,0.155,0.293,LOW,0
09-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.37,1.27,233,0.47,27.07,5.45,0.279,0.325,0.136,0.267,LOW,0
10-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.41,1.07,212,0.56,27.03,5.73,0.248,0.351,0.089,0.252,LOW,0
11-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.35,3.01,236,0.45,29.02,4.06,0.397,0.307,0.301,0.347,MEDIUM,0
12-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.21,1.23,155,0.51,27.09,5.85,0.211,0.113,0.102,0.155,LOW,0
13-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.43,2.38,287,0.52,25.94,5.76,0.398,0.421,0.198,0.366,MEDIUM,0
14-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.24,1.25,255,0.45,27.48,4.65,0.296,0.21,0.154,0.237,LOW,0
15-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.27,1.35,389,0.63,29.27,5.13,0.414,0.329,0.113,0.324,MEDIUM,0
16-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.05,0.67,309,0.38,28.16,5.98,0.302,0.356,0.176,0.296,LOW,0
17-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.53,1.59,312,0.44,26.9,6.12,0.366,0.538,0.193,0.391,MEDIUM,0
18-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.63,0.5,376,0.48,27.35,5.9,0.347,0.681,0.062,0.407,MEDIUM,0
19-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.15,1.29,320,0.49,28.13,5.09,0.353,0.263,0.118,0.274,LOW,0
20-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.43,1.72,308,0.49,27.77,6.36,0.371,0.435,0.153,0.35,MEDIUM,0
21-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.3,0.63,270,0.37,27.46,5.91,0.267,0.28,0.182,0.255,LOW,0
22-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.43,2.06,314,0.47,28.11,4.94,0.399,0.439,0.202,0.374,MEDIUM,0
23-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,6.97,1.42,270,0.5,27.5,6.75,0.32,0.41,0.118,0.311,MEDIUM,0
24-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.21,1.14,160,0.41,28.61,5.47,0.209,0.117,0.185,0.172,LOW,0
25-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.17,1.67,166,0.6,27.58,5.31,0.25,0.141,0.139,0.189,LOW,0
26-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.77,2.09,253,0.55,26.93,5.39,0.35,0.739,0.174,0.451,MEDIUM,0
27-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.3,1.63,332,0.51,30.37,5.17,0.385,0.321,0.136,0.313,MEDIUM,0
28-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.47,1.02,203,0.49,28.82,6.39,0.237,0.405,0.095,0.268,LOW,0
29-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.49,1.81,304,0.35,26.35,6.15,0.374,0.493,0.301,0.401,MEDIUM,0
30-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.48,1.57,212,0.52,28.71,5.86,0.281,0.421,0.131,0.3,MEDIUM,0
31-01-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.2,1.5,238,0.46,28.9,4.76,0.298,0.159,0.165,0.223,LOW,0
01-02-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.41,1.59,148,0.44,29.65,5.21,0.229,0.309,0.193,0.25,LOW,0
02-02-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.23,2.49,313,0.45,27.47,4.65,0.427,0.239,0.258,0.327,MEDIUM,0
03-02-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.22,0.97,234,0.47,29.48,5.54,0.26,0.176,0.111,0.201,LOW,0
04-02-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.31,1.53,287,0.42,28.42,5.77,0.341,0.301,0.208,0.3,MEDIUM,0
05-02-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.23,2.46,183,0.41,27.29,5.82,0.317,0.152,0.295,0.255,LOW,0
06-02-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.22,0.73,258,0.52,26.71,5.62,0.264,0.192,0.061,0.198,LOW,0
07-02-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.04,0.96,257,0.46,28.66,5.91,0.278,0.331,0.12,0.265,LOW,0
08-02-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.31,0.59,256,0.39,26.13,4.96,0.253,0.281,0.159,0.244,LOW,0
09-02-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.43,0.79,248,0.47,27.62,5.34,0.259,0.395,0.096,0.274,LOW,0
10-02-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.18,1.36,250,0.46,28.55,5.81,0.299,0.187,0.153,0.231,LOW,0
11-02-2026,PUB_GB_PANT_DEL,G.B. Pant Hospital,7.17,1.24,273,0.39,27.81,4.03,0.31,0.212,0.213,0.256,LOW,0
