date,hospital_id,hospital_name,hospital_type,city,state,admissions,cholera_cases,typhoid_cases,gastroenteritis_cases,other_cases,bed_occupancy_rate,avg_patient_age,comorbidity_index,hospital_outbreak_flag,tenant_profile,hospital_name_water,water_pH,turbidity_NTU,fecal_coliform_cfu_100ml,residual_chlorine_mg_L,water_temperature_C,dissolved_oxygen_mg_L,cholera_water_risk,typhoid_water_risk,gastro_water_risk,water_risk_score,water_risk_level,contamination_event_flag,lat,lng,rolling_cases_24h,rolling_cases_72h,delta_cases,case_growth_rate,water_contamination_index,humidity_index,rainfall_index,environmental_risk_index,future_cases_48h,predicted_cases_48h,raw_risk_score,riskScore,riskLevel,anomaly_val,is_anomaly,anomaly_score
2026-02-09,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,private,Hyderabad - South,Hyderabad,45,3,6,6,16,0.7966101694915254,28.3,1.04,0,meridian,Meridian Health — Hyderabad - South,7.42,1.0,153,0.23,24.85,5.8,0.516,0.627,0.455,0.036,LOW,0,17.4619,78.4644,0.16666666666666669,0.1621212121212121,0.5049833887043189,0.12790675084992714,0.042257983549423735,0.0,0.02977963073257892,0.029779630732578943,39.0,38.036713774355896,16.78022132355086,4.762356693359402,Very Low,1,False,0.04383322768790193
2026-02-10,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,private,Hyderabad - South,Hyderabad,21,2,2,3,7,0.864406779661017,34.8,1.2,0,meridian,Meridian Health — Hyderabad - South,7.53,1.96,198,0.24,28.16,5.95,0.615,0.427,0.551,0.056,LOW,0,17.4619,78.4644,0.05238095238095238,0.14393939393939395,0.37209302325581395,0.027042253521126762,0.054880515928694966,0.0,0.058368076235854674,0.058368076235854716,48.0,33.86379763361202,15.775615293664206,3.709248055898337,Very Low,-1,True,-0.0391561812110619
2026-02-11,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,private,Hyderabad - South,Hyderabad,39,3,4,5,14,0.6440677966101694,18.9,0.85,0,meridian,Meridian Health — Hyderabad - South,7.37,0.82,65,0.18,28.24,7.7,0.126,0.572,0.633,0.021,LOW,0,17.4619,78.4644,0.1380952380952381,0.1590909090909091,0.5116279069767442,0.15629778672032194,0.018062167652137653,0.0,0.024419297200714712,0.024419297200714674,45.0,38.31350526100518,16.11146010597335,4.06130753211824,Very Low,-1,True,-0.013271664174389297
2026-02-12,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,private,Hyderabad - South,Hyderabad,48,3,6,5,16,0.4576271186440678,25.2,1.0,0,meridian,Meridian Health — Hyderabad - South,7.38,1.36,106,0.18,31.23,6.14,0.308,0.595,0.615,0.035,LOW,0,17.4619,78.4644,0.18095238095238098,0.16363636363636364,0.4817275747508306,0.09807150595882991,0.029458519009234758,0.0,0.04050029779630733,0.04050029779630737,31.0,38.36104946924121,16.6331783359366,4.608214436864953,Very Low,1,False,0.10460691515540971
2026-02-13,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,private,Hyderabad - South,Hyderabad,45,4,5,4,18,0.23728813559322048,44.5,1.21,0,meridian,Meridian Health — Hyderabad - South,7.76,1.31,68,0.16,28.07,6.53,0.295,0.228,0.523,0.029,LOW,0,17.4619,78.4644,0.16666666666666669,0.19999999999999998,0.4418604651162791,0.07080985915492957,0.019073012633504915,0.0,0.03901131625967838,0.03901131625967835,29.0,43.66000058389964,18.426303775161784,6.487912380059919,Very Low,1,False,0.1123057116124444
2026-02-14,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,private,Hyderabad - South,Hyderabad,31,2,3,4,18,0.559322033898305,22.3,1.17,0,meridian,Meridian Health — Hyderabad - South,7.63,1.73,0,0.22,27.46,4.72,0.279,0.686,0.616,0.025,LOW,0,17.4619,78.4644,0.1,0.18787878787878787,0.4053156146179402,0.04769953051643193,0.0005170808113642567,0.0,0.051518761167361524,0.05151876116736154,40.0,43.503783776988236,17.932213546809834,5.969967363125017,Very Low,1,False,0.025253222561617605
2026-02-15,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,private,Hyderabad - South,Hyderabad,29,4,2,3,11,0.44067796610169496,42.9,0.48,0,meridian,Meridian Health — Hyderabad - South,7.49,1.6,82,0.22,25.91,6.29,0.591,0.14,0.4,0.035,LOW,0,17.4619,78.4644,0.09047619047619049,0.1590909090909091,0.4451827242524917,0.07062244434348024,0.02295591920372298,0.0,0.04764740917212627,0.04764740917212629,38.0,38.13658581581349,16.41978599415835,4.384519464299368,Very Low,1,False,0.07872660378204227
2026-02-16,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,private,Hyderabad - South,Hyderabad,40,5,3,7,13,0.9999999999999999,31.4,1.37,0,meridian,Meridian Health — Hyderabad - South,7.52,2.04,40,0.19,26.96,4.74,0.395,0.258,0.284,0.036,LOW,0,17.4619,78.4644,0.14285714285714288,0.15151515151515152,0.48837209302325585,0.1118795531811559,0.011559567846625875,0.0,0.060750446694460995,0.06075044669446095,39.0,38.280189589331606,16.26636733807603,4.223693720613371,Very Low,1,False,0.05547469367997154
2026-02-17,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,private,Hyderabad - South,Hyderabad,38,3,5,7,22,0.49152542372881347,46.4,0.91,0,meridian,Meridian Health — Hyderabad - South,7.63,1.49,65,0.13,19.74,7.14,0.553,0.144,0.201,0.031,LOW,0,17.4619,78.4644,0.13333333333333336,0.1621212121212121,0.4451827242524917,0.07197183098591549,0.01828161839436121,0.0,0.04437164979154259,0.04437164979154262,33.0,38.741697817045775,16.488844176564573,4.456911791456273,Very Low,1,False,0.10730010488908387
2026-02-18,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,private,Hyderabad - South,Hyderabad,39,5,3,5,23,0.6440677966101694,48.0,1.28,0,meridian,Meridian Health — Hyderabad - South,7.83,1.17,72,0.25,25.49,6.84,0.618,0.378,0.371,0.027,LOW,0,17.4619,78.4644,0.1380952380952381,0.17727272727272728,0.4551495016611296,0.0790659747961453,0.020141463434705856,0.0,0.03484216795711733,0.034842167957117365,0.0,41.11218509611058,17.397539621056584,5.409479258649386,Very Low,1,False,0.11202229695331156
2026-02-19,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,private,Hyderabad - South,Hyderabad,33,5,3,3,15,0.5932203389830509,54.2,0.99,0,meridian,Meridian Health — Hyderabad - South,7.38,1.01,259,0.1,26.75,6.81,0.408,0.529,0.321,0.051,LOW,0,17.4619,78.4644,0.10952380952380955,0.16666666666666666,0.4318936877076412,0.062318526543878656,0.07133246375976728,0.0,0.03007742703990471,0.03007742703990468,0.0,37.27195244607849,17.349529161623458,5.359150843317055,Very Low,1,False,0.06131477838369381
2025-08-24,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,135,15,19,13,57,0.49152542372881347,47.4,0.91,1,meridian,Meridian Health — Hyderabad - West,7.39,2.68,272,0.17,20.93,7.15,0.544,0.507,0.466,0.077,LOW,0,17.3903,78.4757,0.5952380952380952,0.0,0.45182724252491696,0.07661971830985916,0.07535801331243067,0.0,0.0798094103633115,0.07980941036331146,132.0,100.06309675482434,43.08407320493577,32.33616452518007,Low-Mod,1,False,0.12570476495430838
2025-08-25,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,129,13,20,16,45,0.49152542372881347,47.7,1.02,0,meridian,Meridian Health — Hyderabad - West,7.39,3.26,260,0.11,22.57,6.39,0.564,0.547,0.531,0.084,LOW,0,17.3903,78.4757,0.5666666666666667,0.0,0.4318936877076412,0.07248826291079813,0.07222535396718938,0.0,0.09708159618820726,0.09708159618820722,129.0,103.75557610450575,44.63980702270006,33.967009525446194,Low-Mod,1,False,0.1305420495334958
2025-08-26,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,132,20,20,23,79,0.8474576271186441,32.3,0.62,0,meridian,Meridian Health — Hyderabad - West,7.18,2.62,140,0.14,25.92,6.2,0.283,0.0,0.155,0.058,LOW,0,17.3903,78.4757,0.580952380952381,0.6,0.46179401993355484,0.07878152636750738,0.0391033791299601,0.0,0.07802263251935676,0.0780226325193567,127.0,130.78215755417222,54.26619072076126,44.058157217528446,Low-Mod,1,False,0.14640486687307042
2025-08-27,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,129,7,18,18,43,0.9999999999999999,26.1,1.01,0,meridian,Meridian Health — Hyderabad - West,7.22,2.93,139,0.3,28.75,7.68,0.436,0.409,0.564,0.062,LOW,0,17.3903,78.4757,0.5666666666666667,0.5909090909090908,0.4418604651162791,0.07450704225352113,0.038919589133347865,0.0,0.08725431804645624,0.08725431804645623,139.0,128.66859296555393,53.50756804068657,43.26290806194588,Low-Mod,1,False,0.14803128891341377
2025-08-28,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,127,16,13,25,57,0.6610169491525425,24.0,0.82,0,meridian,Meridian Health — Hyderabad - West,7.48,1.48,418,0.13,31.33,6.67,0.397,0.663,0.445,0.08,LOW,0,17.3903,78.4757,0.5571428571428572,0.5878787878787879,0.4451827242524917,0.07517851293809368,0.1150909417591446,0.0,0.044073853484216795,0.044073853484216774,119.0,127.98152855419852,55.08607820929591,44.91762906045529,Low-Mod,1,False,0.10357621095365704
2025-08-29,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,139,10,10,13,76,0.4067796610169493,31.0,0.53,1,meridian,Meridian Health — Hyderabad - West,7.53,2.06,240,0.11,28.54,4.26,0.51,0.658,0.667,0.064,LOW,0,17.3903,78.4757,0.6142857142857143,0.5984848484848484,0.49169435215946844,0.08540312742597317,0.06642911123820966,0.0,0.061346039309112574,0.06134603930911253,127.0,130.62801523495827,54.85753982422073,44.67805679017812,Low-Mod,1,False,0.11989082753872043
2025-08-30,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,119,10,14,16,41,0.7457627118644067,35.5,0.7,0,meridian,Meridian Health — Hyderabad - West,7.53,4.73,320,0.31,26.84,4.54,0.315,0.528,0.522,0.114,LOW,0,17.3903,78.4757,0.5190476190476191,0.5833333333333334,0.3853820598006645,0.06324450298915797,0.0891066023127365,0.0,0.14085765336509828,0.14085765336509826,131.0,127.06950241070625,54.909575567315585,44.73260483078273,Low-Mod,1,False,0.09936819662874985
2025-08-31,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,127,16,17,19,58,0.9999999999999999,21.8,0.8,0,meridian,Meridian Health — Hyderabad - West,7.24,1.22,355,0.2,32.24,6.09,0.589,0.584,0.367,0.067,LOW,0,17.3903,78.4757,0.5571428571428572,0.5833333333333334,0.47840531561461797,0.08286897857734643,0.09770495670648326,0.0,0.03633114949374628,0.03633114949374627,111.0,125.96108400566806,53.67889379839918,43.44250546620103,Low-Mod,1,False,0.1201643207604699
2025-09-01,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,131,12,18,21,78,0.694915254237288,27.4,0.99,0,meridian,Meridian Health — Hyderabad - West,7.45,2.11,242,0.26,33.33,6.98,0.354,0.351,0.314,0.065,LOW,0,17.3903,78.4757,0.5761904761904761,0.5712121212121212,0.46511627906976744,0.07954752134856383,0.06698048122804635,0.0,0.06283502084574151,0.06283502084574155,103.0,124.83541988883657,52.571932600833435,42.28209993028934,Low-Mod,1,False,0.1322519251317376
2025-09-02,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,111,15,15,15,50,0.694915254237288,31.2,0.3,0,meridian,Meridian Health — Hyderabad - West,7.23,4.27,194,0.23,25.02,4.76,0.36,0.446,0.413,0.09,LOW,0,17.3903,78.4757,0.48095238095238096,0.5590909090909091,0.3853820598006645,0.0624276959466724,0.05437577922158079,0.0,0.12715902322811196,0.1271590232281119,132.0,122.43220793667017,51.87574678359661,41.55230210348085,Low-Mod,1,False,0.12205118440399165
2025-09-03,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,103,7,11,19,36,0.6779661016949153,38.5,0.79,0,meridian,Meridian Health — Hyderabad - West,7.16,1.27,189,0.27,28.99,5.57,0.373,0.427,0.521,0.045,LOW,0,17.3903,78.4757,0.4428571428571429,0.5227272727272727,0.42524916943521596,0.0699200609059764,0.05217167082937293,0.0,0.03782013103037522,0.03782013103037518,113.0,114.37610016072229,47.69379149947385,37.168441067247066,Low-Mod,1,False,0.15299320473801237
2025-09-04,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,132,11,12,15,77,0.4576271186440678,45.7,1.33,0,meridian,Meridian Health — Hyderabad - West,7.14,2.7,118,0.25,26.47,5.25,0.514,0.728,0.615,0.056,LOW,0,17.3903,78.4757,0.580952380952381,0.5242424242424242,0.5481727574750831,0.10279228770682347,0.03308494252447904,0.0,0.08040500297796309,0.08040500297796305,130.0,117.13126619731558,48.64910478444024,38.169877094853746,Low-Mod,1,False,0.10592314679770826
2025-09-05,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,113,9,10,19,63,0.8135593220338982,50.3,1.38,0,meridian,Meridian Health — Hyderabad - West,7.39,2.63,0,0.22,27.89,7.11,0.35,0.568,0.508,0.039,LOW,0,17.3903,78.4757,0.49047619047619057,0.5272727272727272,0.38870431893687707,0.06323943661971831,0.0007310452850322248,0.0,0.07832042882668255,0.07832042882668255,122.0,117.95194774263568,47.985914743872065,37.474668088314836,Low-Mod,1,False,0.08158412370335366
2025-09-06,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,130,12,11,23,76,0.5084745762711863,16.2,0.91,0,meridian,Meridian Health — Hyderabad - West,7.3,3.19,177,0.22,26.04,6.35,0.336,0.26,0.167,0.071,LOW,0,17.3903,78.4757,0.5714285714285714,0.5681818181818181,0.5083056478405316,0.09060451202791973,0.04942579341730066,0.0,0.09499702203692674,0.09499702203692673,118.0,124.9746984412547,52.42262339939017,42.125582046646876,Low-Mod,1,False,0.1281094723678996
2025-09-07,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,122,15,16,20,48,0.6101694915254238,23.7,1.14,0,meridian,Meridian Health — Hyderabad - West,7.43,3.93,227,0.21,26.29,7.63,0.277,0.365,0.542,0.089,LOW,0,17.3903,78.4757,0.5333333333333333,0.553030303030303,0.42524916943521596,0.07089924160346696,0.06336228711563546,0.0,0.11703394877903515,0.11703394877903517,121.0,121.07627151128366,51.501716705772886,41.16021376844384,Low-Mod,1,False,0.13604595848757634
2025-09-08,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,118,12,16,12,48,0.559322033898305,24.3,1.15,0,meridian,Meridian Health — Hyderabad - West,7.25,3.21,102,0.12,28.49,6.77,0.567,0.578,0.678,0.061,LOW,0,17.3903,78.4757,0.5142857142857142,0.5606060606060606,0.4385382059800665,0.07357192334333872,0.028850914766703283,0.0,0.09559261465157833,0.09559261465157831,118.0,123.26166643634664,51.12612016405554,40.76648334028021,Low-Mod,1,False,0.1568189183658163
2025-09-09,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,121,8,10,10,38,0.6779661016949153,35.9,1.65,0,meridian,Meridian Health — Hyderabad - West,7.01,0.1,218,0.23,26.99,5.86,0.08,0.613,0.466,0.032,LOW,0,17.3903,78.4757,0.5285714285714286,0.5469696969696969,0.46179401993355484,0.07898305084745763,0.05978524001739147,0.0,0.002977963073257892,0.0029779630732579276,127.0,118.00534042527474,49.02547300136422,38.56441645487847,Low-Mod,1,False,0.1427841281081042
2025-09-10,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,118,14,17,11,70,0.6440677966101694,22.3,0.98,0,meridian,Meridian Health — Hyderabad - West,7.29,3.0,129,0.27,29.25,5.61,0.015,0.782,0.618,0.062,LOW,0,17.3903,78.4757,0.5142857142857142,0.5409090909090909,0.4418604651162791,0.07431498079385404,0.03620525776547025,0.0,0.08933889219773675,0.08933889219773672,114.0,119.66503385034471,49.845560195079365,39.424097644797335,Low-Mod,1,False,0.15667397160308022
2025-09-11,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,127,11,11,21,40,0.6271186440677966,28.4,1.39,0,meridian,Meridian Health — Hyderabad - West,7.22,4.21,155,0.11,23.62,7.13,0.564,0.358,0.61,0.083,LOW,0,17.3903,78.4757,0.5571428571428572,0.5545454545454546,0.4817275747508306,0.08370971592265457,0.043659725165376695,0.0,0.12537224538415725,0.12537224538415725,117.0,121.32857032813627,51.094942340057386,40.73380024384946,Low-Mod,1,False,0.14142937933307625
2025-09-12,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,114,9,9,15,52,0.7288135593220338,45.2,0.66,0,meridian,Meridian Health — Hyderabad - West,7.0,2.67,348,0.21,26.72,6.84,0.395,0.602,0.071,0.088,LOW,0,17.3903,78.4757,0.4952380952380953,0.543939393939394,0.40863787375415284,0.06710435843406898,0.09614959957097381,0.0,0.07951161405598571,0.07951161405598572,121.0,121.29688426871833,52.1983578351764,41.890488889993975,Low-Mod,1,False,0.12094540477022342
2025-09-13,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,117,14,13,14,50,0.22033898305084754,36.2,0.83,0,meridian,Meridian Health — Hyderabad - West,7.24,4.4,348,0.16,26.77,5.08,0.307,0.298,0.639,0.113,LOW,0,17.3903,78.4757,0.5095238095238095,0.5424242424242424,0.46179401993355484,0.0790659747961453,0.09665707941236577,0.0,0.13103037522334723,0.13103037522334726,125.0,118.0742946707506,51.439734002904686,41.095238526586044,Low-Mod,1,False,0.13168213922260003
2025-09-14,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,121,13,17,21,54,0.5932203389830509,16.4,1.27,0,meridian,Meridian Health — Hyderabad - West,7.34,3.22,419,0.25,25.75,6.81,0.267,0.449,0.458,0.106,LOW,0,17.3903,78.4757,0.5285714285714286,0.5333333333333333,0.46511627906976744,0.07979776092452148,0.11582335861131572,0.0,0.09589041095890412,0.09589041095890416,115.0,118.06076795579276,51.65791205024562,41.32395025966717,Low-Mod,1,False,0.11004639796882082
2025-09-15,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,125,18,8,20,72,0.6440677966101694,40.1,0.87,0,meridian,Meridian Health — Hyderabad - West,7.18,2.03,339,0.32,29.17,6.43,0.503,0.538,0.633,0.077,LOW,0,17.3903,78.4757,0.5476190476190477,0.5499999999999999,0.46511627906976744,0.07969270166453266,0.09352990633568009,0.0,0.060452650387135196,0.06045265038713521,126.0,121.50633638243126,52.012958246914266,41.696138167449924,Low-Mod,1,False,0.1284950271232227
2025-09-16,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,115,11,16,13,36,0.9999999999999999,41.7,0.85,0,meridian,Meridian Health — Hyderabad - West,7.35,2.96,149,0.23,31.24,7.84,0.483,0.568,0.618,0.064,LOW,0,17.3903,78.4757,0.5,0.5469696969696969,0.4186046511627907,0.0691830985915493,0.041688783186781375,0.0,0.08814770696843359,0.08814770696843355,130.0,120.8581154177389,50.47538673238334,40.084332350547456,Low-Mod,1,False,0.15204981540261142
2025-09-17,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,126,9,11,25,51,0.2033898305084747,36.0,0.88,0,meridian,Meridian Health — Hyderabad - West,7.35,3.87,81,0.13,25.1,3.96,0.197,0.345,0.273,0.068,LOW,0,17.3903,78.4757,0.5523809523809524,0.5545454545454546,0.48837209302325585,0.08551132884262094,0.023285095317058316,0.0,0.11524717093508041,0.11524717093508041,112.0,123.0485485050515,51.07044397088316,40.70811908784047,Low-Mod,1,False,0.14137899234891033
2025-09-18,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,130,12,16,22,52,0.8813559322033898,42.6,1.38,0,meridian,Meridian Health — Hyderabad - West,7.12,1.8,290,0.08,27.4,5.12,0.517,0.346,0.509,0.067,LOW,0,17.3903,78.4757,0.5714285714285714,0.5621212121212121,0.46511627906976744,0.07957075788061703,0.08001722688326454,0.0,0.05360333531864205,0.05360333531864203,125.0,123.3669150537247,52.283316181174236,41.97954904425645,Low-Mod,1,False,0.12920875992709174
2025-09-19,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,112,16,9,10,42,0.4067796610169493,41.7,0.39,0,meridian,Meridian Health — Hyderabad - West,7.18,3.89,259,0.17,26.19,6.98,0.327,0.499,0.272,0.093,LOW,0,17.3903,78.4757,0.4857142857142858,0.5575757575757576,0.3920265780730897,0.0637486457204767,0.07209505508899414,0.0,0.115842763549732,0.115842763549732,126.0,121.80277330529636,52.042388610285684,41.7269894354575,Low-Mod,1,False,0.12262684815634711
2025-09-20,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,125,14,11,21,58,0.35593220338983056,39.2,0.7,0,meridian,Meridian Health — Hyderabad - West,7.4,2.4,74,0.15,27.51,7.18,0.569,0.418,0.567,0.046,LOW,0,17.3903,78.4757,0.5476190476190477,0.556060606060606,0.4950166112956811,0.08740945674044266,0.020968518419460888,0.0,0.0714711137581894,0.07147111375818938,135.0,122.23225570195147,50.23666897094631,39.834089241302856,Low-Mod,1,False,0.13570598881600948
2025-09-21,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,126,17,17,17,70,0.6610169491525425,37.0,0.97,0,meridian,Meridian Health — Hyderabad - West,7.12,3.05,310,0.24,24.59,4.79,0.485,0.204,0.394,0.088,LOW,0,17.3903,78.4757,0.5523809523809524,0.5499999999999999,0.4551495016611296,0.07736338028169014,0.08584638722357778,0.0,0.0908278737343657,0.09082787373436574,124.0,121.22689866727809,51.974429820962236,41.65574958033141,Low-Mod,1,False,0.1362782533051639
2025-09-22,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,135,12,18,15,61,0.7118644067796608,31.1,0.95,1,meridian,Meridian Health — Hyderabad - West,7.22,3.17,463,0.25,19.6,7.15,0.216,0.471,0.487,0.111,LOW,0,17.3903,78.4757,0.5952380952380952,0.5848484848484847,0.4817275747508306,0.08325955734406439,0.1278629749565556,0.0,0.09440142942227517,0.09440142942227514,131.0,127.78603346249903,55.894316927919036,45.76488972821029,Moderate,1,False,0.07657730808653129
2025-09-23,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,124,11,11,17,67,0.2881355932203389,30.0,1.36,0,meridian,Meridian Health — Hyderabad - West,7.06,1.45,112,0.2,26.44,5.01,0.264,0.577,0.464,0.037,LOW,0,17.3903,78.4757,0.5428571428571428,0.5833333333333334,0.4152823920265781,0.06904538341158059,0.03108519763596688,0.0,0.04318046456223943,0.04318046456223945,117.0,124.6957862663102,51.24267508122548,40.88866555535617,Low-Mod,1,False,0.14337741619509586
2025-09-24,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,131,11,12,19,63,0.47457627118644063,31.1,1.05,0,meridian,Meridian Health — Hyderabad - West,6.95,2.58,304,0.26,23.26,5.75,0.571,0.48,0.545,0.08,LOW,0,17.3903,78.4757,0.5761904761904761,0.5909090909090908,0.4750830564784053,0.0818673330304407,0.0840619783758725,0.0,0.0768314472900536,0.07683144729005364,129.0,129.10798802211806,54.93336903302394,44.75754705042622,Low-Mod,1,False,0.12396442962588433
2025-09-25,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,117,15,11,10,48,0.8474576271186441,32.1,0.96,0,meridian,Meridian Health — Hyderabad - West,7.35,2.62,100,0.3,27.75,6.67,0.484,0.417,0.416,0.052,LOW,0,17.3903,78.4757,0.5095238095238095,0.5636363636363636,0.4053156146179402,0.06668530265562843,0.02815415866014349,0.0,0.07802263251935676,0.0780226325193567,134.0,123.76745432050114,51.13183281319833,40.77247179742269,Low-Mod,1,False,0.14356491245761416
2025-09-26,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,129,11,9,19,48,0.38983050847457623,41.3,0.87,0,meridian,Meridian Health — Hyderabad - West,7.46,4.0,392,0.17,33.22,6.5,0.63,0.396,0.419,0.113,LOW,0,17.3903,78.4757,0.5666666666666667,0.5712121212121212,0.49169435215946844,0.08615384615384615,0.10864731934060538,0.0,0.11911852293031568,0.11911852293031566,106.0,124.42488384856846,54.22055834894871,44.010321704427795,Low-Mod,1,False,0.108213849466546
2025-09-27,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,134,7,10,18,51,0.7966101694915254,38.9,1.5,0,meridian,Meridian Health — Hyderabad - West,7.57,0.43,187,0.18,30.75,7.41,0.27,0.282,0.476,0.032,LOW,0,17.3903,78.4757,0.5904761904761905,0.5757575757575758,0.4684385382059801,0.08022273173927284,0.051448854947174084,0.0,0.012805241215008934,0.012805241215008922,128.0,127.43617258658541,52.64598709519948,42.35972979248367,Low-Mod,1,False,0.13438860993860324
2025-09-28,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,106,10,13,19,43,0.6101694915254238,21.4,1.68,0,meridian,Meridian Health — Hyderabad - West,7.31,2.49,201,0.25,29.52,8.04,0.504,0.349,0.464,0.064,LOW,0,17.3903,78.4757,0.45714285714285724,0.5590909090909091,0.3588039867109635,0.05719571158293042,0.055818667851700664,0.0,0.07415128052412151,0.07415128052412157,125.0,123.40649668932434,51.778671516521975,41.45054002043654,Low-Mod,1,False,0.11009020706977918
2025-09-29,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,128,9,19,15,62,0.7966101694915254,39.0,0.84,0,meridian,Meridian Health — Hyderabad - West,7.26,1.07,231,0.17,21.62,7.4,0.376,0.459,0.356,0.048,LOW,0,17.3903,78.4757,0.5619047619047619,0.5575757575757576,0.5249169435215947,0.09591283550358756,0.06365168778194277,0.0,0.031864204883859444,0.03186420488385944,122.0,122.39160094717641,51.184833061167446,40.82803090941622,Low-Mod,1,False,0.10871696115322876
2025-09-30,MER_HYDERABAD_WEST,Meridian Health — Hyderabad - West,private,Hyderabad - West,Hyderabad,125,16,11,17,41,0.7627118644067795,47.1,1.36,0,meridian,Meridian Health — Hyderabad - West,7.16,3.97,262,0.19,28.54,4.9,0.271,0.583,0.567,0.095,LOW,0,17.3903,78.4757,0.5476190476190477,0.543939393939394,0.4418604651162791,0.07444102112676057,0.07293719731227703,0.0,0.11822513400833831,0.11822513400833834,119.0,120.56199663816459,51.595165914717526,41.25817472644706,Low-Mod,1,False,0.13432788372014992
