date,hospital_id,hospital_name,hospital_type,city,state,water_pH,turbidity_NTU,fecal_coliform_cfu_100ml,TDS_ppm,residual_chlorine_mg_L,water_temperature_C,dissolved_oxygen_mg_L,conductivity_uS_cm,contamination_event_flag,water_risk_score
2025-08-25,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.08,1.14,587,403,0.05,27.12,5.3,474,0,0.338
2025-08-26,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.15,2.06,240,254,0.14,27.96,5.0,377,0,0.204
2025-08-27,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.31,1.69,560,220,0.21,25.83,6.3,354,0,0.326
2025-08-28,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.29,0.78,541,309,0.1,25.1,6.06,229,0,0.298
2025-08-29,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.16,0.29,374,218,0.0,25.1,6.03,242,0,0.216
2025-08-30,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.27,3.45,424,277,0.07,29.39,5.32,315,0,0.33
2025-08-31,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.47,1.21,437,255,0.12,27.06,5.97,286,0,0.303
2025-09-01,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.22,0.76,241,210,0.17,27.79,6.16,164,0,0.156
2025-09-02,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.28,0.25,450,251,0.19,26.55,4.5,263,0,0.235
2025-09-03,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.31,1.5,240,211,0.15,24.75,4.64,299,0,0.198
2025-09-04,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.25,0.48,335,266,0.08,26.67,5.41,342,0,0.2
2025-09-05,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.42,2.28,604,295,0.16,26.01,5.41,269,0,0.388
2025-09-06,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.31,2.14,332,264,0.09,26.85,5.31,279,0,0.26
2025-09-07,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.23,1.93,417,250,0.16,26.04,6.32,262,0,0.265
2025-09-08,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.29,0.07,383,206,0.2,27.57,6.11,333,0,0.203
2025-09-09,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.21,0.56,637,315,0.15,25.9,6.46,282,0,0.309
2025-09-10,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.34,2.82,317,294,0.18,26.52,5.05,280,0,0.271
2025-09-11,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.35,0.09,448,284,0.22,24.76,6.43,449,0,0.24
2025-09-12,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.36,0.31,386,264,0.16,26.6,5.81,324,0,0.23
2025-09-13,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.34,0.92,385,245,0.3,28.48,5.98,423,0,0.23
2025-09-14,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.41,1.59,227,256,0.11,25.1,4.75,365,0,0.22
2025-09-15,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.35,0.18,330,306,0.07,26.8,5.53,366,0,0.21
2025-09-16,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.21,1.5,453,273,0.15,27.02,6.96,510,0,0.263
2025-09-17,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.24,7.975455969818741,1456,272,0.06805194141884308,26.94,4.589296710617691,410,1,0.873
2025-09-18,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.46,0.05,320,261,0.15,26.28,5.9,400,0,0.216
2025-09-19,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.52,2.01,315,260,0.14,27.24,5.88,474,0,0.286
2025-09-20,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.26,1.81,748,245,0.15,25.35,5.69,276,0,0.4
2025-09-21,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.44,1.56,304,295,0.16,27.81,4.95,356,0,0.25
2025-09-22,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.4,0.96,260,264,0.24,28.04,5.39,241,0,0.199
2025-09-23,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.26,0.91,491,262,0.08,28.01,5.73,361,0,0.278
2025-09-24,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.1,1.14,236,248,0.19,23.53,6.6,343,0,0.18
2025-09-25,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.48,0.47,498,268,0.21,26.27,5.93,408,0,0.298
2025-09-26,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.23,1.66,175,290,0.3,24.96,5.59,392,0,0.146
2025-09-27,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.32,1.58,377,250,0.13,26.63,4.93,326,0,0.259
2025-09-28,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.5,0.96,263,260,0.08,24.83,5.73,281,0,0.236
2025-09-29,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.24,1.56,223,204,0.2,24.06,5.06,205,0,0.174
2025-09-30,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.25,1.85,445,349,0.23,25.36,4.92,520,0,0.27
2025-10-01,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.44,1.35,293,275,0.02,26.78,5.69,267,0,0.254
2025-10-02,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.25,2.0,275,338,0.0,25.9,4.71,246,0,0.23
2025-10-03,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.21,1.16,311,241,0.0,28.5,5.47,252,0,0.211
2025-10-04,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.34,1.08,258,270,0.05,27.56,5.04,288,0,0.209
2025-10-05,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.39,1.78,429,302,0.12,24.57,6.49,427,0,0.301
2025-10-06,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.23,1.58,257,318,0.1,29.15,6.11,456,0,0.196
2025-10-07,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.26,1.22,199,295,0.21,29.69,5.93,381,0,0.157
2025-10-08,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.26,1.31,252,269,0.16,26.12,5.68,304,0,0.186
2025-10-09,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.27,1.69,302,277,0.03,27.12,5.96,303,0,0.232
2025-10-10,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.56,0.67,357,290,0.18,26.8,5.97,391,0,0.267
2025-10-11,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.22,1.14,270,227,0.2,25.84,4.74,293,0,0.176
2025-10-12,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.22,1.66,300,314,0.09,27.71,7.35,356,0,0.215
2025-10-13,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.42,1.42,159,286,0.17,26.24,5.11,379,0,0.183
2025-10-14,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.2,2.43,297,222,0.1,26.21,7.09,269,0,0.232
2025-10-15,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.3,0.56,332,247,0.05,26.32,5.46,289,0,0.215
2025-10-16,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.25,1.76,258,225,0.1,26.64,4.84,444,0,0.206
2025-10-17,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.42,1.94,322,192,0.26,25.45,5.17,342,0,0.255
2025-10-18,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.48,1.67,368,254,0.12,27.02,5.56,393,0,0.291
2025-10-19,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.41,1.35,59,270,0.13,26.79,5.19,238,0,0.143
2025-10-20,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.37,0.69,338,242,0.25,27.88,5.82,316,0,0.215
2025-10-21,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.41,1.21,308,302,0.26,24.95,5.01,276,0,0.226
2025-10-22,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.13,0.89,341,264,0.1,28.04,5.73,355,0,0.217
2025-10-23,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.45,0.85,472,250,0.3,25.31,5.95,286,0,0.284
2025-10-24,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.45,0.6,313,242,0.22,25.72,6.65,261,0,0.221
2025-10-25,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.15,1.6,233,265,0.12,24.87,5.6,419,0,0.189
2025-10-26,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.43,1.1,387,228,0.12,27.09,5.56,313,0,0.272
2025-10-27,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.17,0.52,360,274,0.21,26.01,5.21,331,0,0.195
2025-10-28,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.41,0.77,359,230,0.13,26.48,6.38,345,0,0.246
2025-10-29,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.52,0.01,298,271,0.19,25.52,6.65,332,0,0.214
2025-10-30,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.18,0.92,258,363,0.23,26.64,5.58,397,0,0.162
2025-10-31,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.43,1.1,345,266,0.04,27.72,6.99,370,0,0.263
2025-11-01,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.44,2.2,212,200,0.19,26.25,4.82,325,0,0.23
2025-11-02,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.4,18.129509853203174,1178,257,0.0,24.07,3.491515127699256,237,1,1.0
2025-11-03,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.39,0.16,378,251,0.1,26.96,5.12,350,0,0.234
2025-11-04,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.22,0.55,323,225,0.04,26.9,5.63,342,0,0.196
2025-11-05,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.35,0.98,341,269,0.0,24.3,6.8,331,0,0.246
2025-11-06,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.43,0.69,281,249,0.34,26.9,5.32,215,0,0.195
2025-11-07,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.55,0.82,354,295,0.1,27.45,5.28,261,0,0.276
2025-11-08,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.45,0.82,333,280,0.19,24.55,5.29,308,0,0.239
2025-11-09,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.21,1.24,393,312,0.11,26.95,5.91,374,0,0.235
2025-11-10,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.21,2.21,370,299,0.24,27.27,5.03,321,0,0.242
2025-11-11,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.11,1.23,271,264,0.24,25.98,5.49,332,0,0.189
2025-11-12,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.09,0.75,63,245,0.21,27.16,5.29,333,0,0.099
2025-11-13,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.18,0.93,550,330,0.15,26.78,5.05,274,0,0.287
2025-11-14,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.36,0.57,368,320,0.17,26.71,4.63,383,0,0.229
2025-11-15,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.17,0.64,373,301,0.1,26.04,5.22,247,0,0.214
2025-11-16,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.24,0.19,348,279,0.19,25.33,4.93,334,0,0.184
2025-11-17,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.32,0.83,261,325,0.18,29.14,6.4,450,0,0.185
2025-11-18,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.18,1.35,248,207,0.26,26.19,5.01,302,0,0.168
2025-11-19,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.22,0.45,267,326,0.09,28.73,6.15,358,0,0.165
2025-11-20,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.4,0.95,402,285,0.01,26.96,6.11,310,0,0.278
2025-11-21,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.33,0.51,163,211,0.02,27.44,4.15,284,0,0.154
2025-11-22,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.22,0.74,120,279,0.04,28.05,5.27,324,0,0.12
2025-11-23,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.31,1.11,290,250,0.17,27.18,5.18,360,0,0.204
2025-11-24,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.45,1.43,371,271,0.07,25.52,5.83,397,0,0.284
2025-11-25,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.65,1.62,181,238,0.32,26.3,5.67,263,0,0.229
2025-11-26,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.5,1.29,217,230,0.17,26.63,6.14,369,0,0.218
2025-11-27,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.28,0.55,272,246,0.13,26.6,5.1,375,0,0.178
2025-11-28,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.27,0.35,255,274,0.15,27.12,6.18,422,0,0.161
2025-11-29,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.35,0.19,262,230,0.28,29.16,6.03,391,0,0.162
2025-11-30,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.34,1.19,143,263,0.07,26.94,5.61,467,0,0.164
2025-12-01,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.42,1.13,263,324,0.14,27.01,5.67,302,0,0.219
2025-12-02,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.32,0.44,147,277,0.27,27.03,5.21,230,0,0.119
2025-12-03,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.41,0.54,345,279,0.18,26.62,5.87,322,0,0.228
2025-12-04,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.24,0.26,72,259,0.26,27.52,5.78,279,0,0.069
2025-12-05,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.43,0.85,428,231,0.08,25.47,4.75,265,0,0.285
2025-12-06,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.32,0.44,59,303,0.01,27.34,5.66,479,0,0.11
2025-12-07,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.43,0.58,223,318,0.02,26.82,5.56,307,0,0.201
2025-12-08,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.35,1.07,328,270,0.18,26.7,5.25,331,0,0.225
2025-12-09,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.23,0.39,256,261,0.14,27.77,5.34,344,0,0.156
2025-12-10,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.33,0.51,293,300,0.16,26.87,5.22,468,0,0.192
2025-12-11,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.23,0.23,364,261,0.12,25.86,6.77,355,0,0.197
2025-12-12,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.38,1.05,311,314,0.12,24.68,6.16,365,0,0.23
2025-12-13,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.32,1.26,253,266,0.13,25.81,6.36,232,0,0.2
2025-12-14,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.6,1.55,127,257,0.13,27.08,5.05,333,0,0.214
2025-12-15,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.3,0.42,208,297,0.01,27.2,6.12,315,0,0.165
2025-12-16,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.32,10.559396148341381,1681,244,0.0,28.09,4.485923714161843,233,1,1.0
2025-12-17,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.43,1.51,426,279,0.14,28.06,6.06,488,0,0.298
2025-12-18,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.43,1.04,181,245,0.03,26.29,6.2,330,0,0.197
2025-12-19,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.43,1.17,250,268,0.18,26.76,5.73,277,0,0.213
2025-12-20,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.26,2.52,397,214,0.0,26.67,6.18,294,0,0.296
2025-12-21,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.43,0.98,272,292,0.1,26.2,6.04,328,0,0.224
2025-12-22,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.54,1.42,343,263,0.21,26.15,5.81,266,0,0.277
2025-12-23,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.44,1.14,465,349,0.2,26.66,5.07,394,0,0.298
2025-12-24,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.34,1.31,442,236,0.07,26.27,6.13,369,0,0.287
2025-12-25,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.2,13.210505533924279,1075,236,0.0,25.85,3.920638989655739,351,1,0.876
2025-12-26,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.52,0.76,276,308,0.13,28.52,5.97,166,0,0.234
2025-12-27,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.45,1.57,372,198,0.09,25.81,5.14,453,0,0.287
2025-12-28,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.31,16.11225390246397,2279,285,0.0,25.73,3.6340764709726603,359,1,1.0
2025-12-29,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.28,0.95,100,254,0.23,28.41,6.07,237,0,0.112
2025-12-30,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.46,1.44,276,194,0.22,25.8,5.85,335,0,0.234
2025-12-31,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.5,0.85,285,320,0.09,27.63,5.52,260,0,0.24
2026-01-01,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.31,1.42,409,317,0.12,25.29,5.45,248,0,0.266
2026-01-02,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.29,0.7,352,188,0.08,25.63,6.35,253,0,0.222
2026-01-03,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.34,0.85,381,286,0.15,25.85,4.53,348,0,0.241
2026-01-04,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.38,0.17,176,274,0.17,25.29,5.3,202,0,0.144
2026-01-05,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.48,0.03,335,264,0.24,25.54,5.68,212,0,0.217
2026-01-06,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.08,1.35,126,257,0.22,27.54,5.24,219,0,0.143
2026-01-07,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.37,1.88,227,237,0.1,27.32,6.38,244,0,0.221
2026-01-08,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.13,2.57,271,274,0.09,27.21,6.22,352,0,0.241
2026-01-09,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.52,0.71,263,273,0.18,26.87,4.87,352,0,0.222
2026-01-10,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.27,0.53,290,232,0.05,23.17,6.69,370,0,0.191
2026-01-11,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.3,0.47,28,240,0.2,27.8,6.03,342,0,0.075
2026-01-12,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.47,0.71,384,252,0.07,25.27,5.0,377,0,0.272
2026-01-13,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.22,0.21,351,277,0.22,27.24,5.19,336,0,0.179
2026-01-14,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.33,0.29,187,241,0.3,26.04,6.38,298,0,0.13
2026-01-15,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.42,1.57,372,279,0.25,27.07,6.67,217,0,0.265
2026-01-16,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.35,1.13,202,285,0.02,25.72,4.44,440,0,0.193
2026-01-17,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.28,2.45,359,281,0.09,25.21,5.96,326,0,0.274
2026-01-18,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.15,0.13,200,329,0.32,26.84,5.73,307,0,0.112
2026-01-19,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.2,1.9,455,234,0.14,25.99,5.39,414,0,0.275
2026-01-20,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.15,1.26,352,260,0.21,26.77,6.37,224,0,0.218
2026-01-21,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.27,0.89,46,227,0.08,27.81,5.22,273,0,0.101
2026-01-22,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.41,0.2,100,253,0.03,24.74,5.99,392,0,0.135
2026-01-23,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.41,1.71,398,191,0.18,25.89,5.19,370,0,0.284
2026-01-24,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.1,0.29,344,282,0.15,25.43,6.09,378,0,0.201
2026-01-25,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.32,0.11,248,295,0.25,26.15,5.49,319,0,0.152
2026-01-26,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.34,0.53,26,307,0.29,25.78,5.0,321,0,0.075
2026-01-27,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.29,1.63,292,237,0.04,27.7,6.0,405,0,0.23
2026-01-28,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.2,2.22,130,290,0.0,25.55,6.58,389,0,0.169
2026-01-29,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.25,0.57,296,283,0.24,25.98,4.68,342,0,0.171
2026-01-30,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.26,0.03,313,258,0.17,25.41,5.93,238,0,0.171
2026-01-31,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.21,0.77,443,293,0.23,28.42,7.8,334,0,0.229
2026-02-01,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.48,1.64,376,327,0.11,25.93,5.83,318,0,0.295
2026-02-02,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.35,2.03,244,255,0.16,26.28,4.49,290,0,0.222
2026-02-03,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.39,1.94,183,225,0.14,23.88,5.38,209,0,0.205
2026-02-04,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.48,0.4,435,304,0.09,25.18,5.53,323,0,0.283
2026-02-05,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.35,0.39,354,274,0.11,25.65,5.53,273,0,0.222
2026-02-06,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.32,1.0,310,327,0.13,27.88,5.78,314,0,0.215
2026-02-07,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.3,0.89,312,232,0.02,27.42,6.18,383,0,0.219
2026-02-08,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.33,1.47,351,293,0.07,25.15,5.41,329,0,0.253
2026-02-09,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.28,0.38,442,256,0.16,28.19,4.24,295,0,0.238
2026-02-10,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.27,0.7,271,316,0.2,27.82,5.67,233,0,0.173
2026-02-11,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.06,0.14,319,266,0.12,26.1,6.85,273,0,0.198
2026-02-12,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.42,0.94,281,306,0.26,26.26,6.12,356,0,0.209
2026-02-13,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.31,1.08,225,254,0.1,27.75,5.59,240,0,0.184
2026-02-14,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.23,1.3,242,267,0.13,29.15,5.99,368,0,0.179
2026-02-15,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.11,0.68,243,238,0.08,24.22,4.88,392,0,0.178
2026-02-16,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.29,0.58,286,306,0.14,27.28,5.13,287,0,0.186
2026-02-17,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.35,2.26,415,286,0.15,28.4,6.12,170,0,0.299
2026-02-18,PUB_KEM_MUM,KEM Hospital,public,Mumbai,Maharashtra,7.19,1.17,126,234,0.09,26.24,5.47,310,0,0.128
2025-08-23,PUB_RGGGH_CHN,Rajiv Gandhi Govt General Hospital,public,Chennai,Tamil Nadu,7.23,1.79,235,187,0.71,24.56,5.79,307,0,0.154
2025-08-24,PUB_RGGGH_CHN,Rajiv Gandhi Govt General Hospital,public,Chennai,Tamil Nadu,7.22,1.2,71,213,0.61,25.11,5.29,399,0,0.068
2025-08-25,PUB_RGGGH_CHN,Rajiv Gandhi Govt General Hospital,public,Chennai,Tamil Nadu,7.46,4.52,218,231,0.55,25.64,4.72,409,0,0.275
2025-08-26,PUB_RGGGH_CHN,Rajiv Gandhi Govt General Hospital,public,Chennai,Tamil Nadu,7.37,3.62,90,127,0.48,25.97,4.47,361,0,0.181
2025-08-27,PUB_RGGGH_CHN,Rajiv Gandhi Govt General Hospital,public,Chennai,Tamil Nadu,7.34,2.22,281,156,0.5,26.21,4.71,546,0,0.207
2025-08-28,PUB_RGGGH_CHN,Rajiv Gandhi Govt General Hospital,public,Chennai,Tamil Nadu,7.2,3.23,150,158,0.48,25.37,5.42,521,0,0.159
2025-08-29,PUB_RGGGH_CHN,Rajiv Gandhi Govt General Hospital,public,Chennai,Tamil Nadu,7.5,1.1,31,153,0.45,26.09,5.76,405,0,0.11
