date,hospital_id,hospital_name,hospital_type,city,state,admissions,cholera_cases,typhoid_cases,gastroenteritis_cases,other_cases,bed_occupancy_rate,avg_patient_age,comorbidity_index,hospital_outbreak_flag,tenant_profile
30-12-2025,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,124,17,12,11,56,0.88,49.1,1.51,0,meridian
31-12-2025,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,114,17,14,11,57,0.8,27.0,1.49,0,meridian
01-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,128,16,18,23,41,0.88,32.9,0.99,0,meridian
02-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,128,10,8,23,44,0.72,49.1,1.35,0,meridian
03-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,131,15,18,12,60,0.64,44.4,0.65,0,meridian
04-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,130,8,19,23,69,0.71,38.6,0.99,0,meridian
05-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,130,15,15,25,58,0.89,47.2,1.13,0,meridian
06-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,132,19,14,21,75,0.69,12.2,0.73,0,meridian
07-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,129,8,14,23,77,0.61,30.2,1.47,0,meridian
08-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,140,13,17,26,82,0.65,26.1,0.86,1,meridian
09-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,136,20,17,24,62,0.64,31.8,1.18,1,meridian
10-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,112,17,17,10,36,0.71,29.3,0.86,0,meridian
11-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,138,19,16,23,44,0.9,21.0,2.0,1,meridian
12-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,109,13,11,17,59,0.73,37.4,0.54,0,meridian
13-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,126,19,13,16,75,0.84,48.5,0.83,0,meridian
14-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,140,18,13,24,81,0.71,50.9,1.09,1,meridian
15-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,124,8,16,22,47,0.75,41.3,1.11,0,meridian
16-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,137,14,19,19,43,0.89,31.6,0.89,1,meridian
17-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,123,10,13,18,67,0.88,45.2,0.63,0,meridian
18-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,125,14,17,24,70,0.91,47.1,1.16,0,meridian
19-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,140,20,19,22,83,0.77,19.8,0.59,1,meridian
20-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,131,9,14,24,51,0.86,32.1,0.81,0,meridian
21-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,137,17,10,12,67,0.77,24.6,1.7,1,meridian
22-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,133,16,16,17,77,0.78,27.1,0.76,0,meridian
23-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,155,11,13,22,72,0.84,31.6,0.4,1,meridian
24-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,121,9,15,10,38,0.7,19.4,0.61,0,meridian
25-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,120,12,10,10,51,0.6,26.1,1.04,0,meridian
26-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,125,15,8,11,55,0.85,46.6,1.14,0,meridian
27-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,129,16,12,14,57,0.65,26.5,1.17,0,meridian
28-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,115,10,16,17,43,0.83,38.5,0.65,0,meridian
29-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,114,16,14,10,61,0.98,37.4,0.94,0,meridian
30-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,126,9,17,23,49,0.89,32.7,1.07,0,meridian
31-01-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,128,18,13,20,57,0.74,22.6,0.91,0,meridian
01-02-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,140,20,14,26,65,0.87,21.3,1.17,1,meridian
02-02-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,127,18,14,24,58,0.67,44.3,0.74,0,meridian
03-02-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,140,19,14,17,54,0.64,41.3,1.27,1,meridian
04-02-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,136,8,20,18,72,0.77,20.8,1.31,1,meridian
05-02-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,134,19,9,22,42,0.84,23.7,0.72,0,meridian
06-02-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,127,13,16,21,76,0.74,47.3,1.32,0,meridian
07-02-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,115,13,14,14,63,0.74,27.0,0.6,0,meridian
08-02-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,138,13,10,24,45,0.89,31.5,1.32,1,meridian
09-02-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,134,9,16,16,67,0.75,38.6,1.54,0,meridian
10-02-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,127,15,11,25,41,0.89,35.1,1.22,0,meridian
11-02-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,130,14,13,24,41,0.67,26.6,1.02,0,meridian
12-02-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,125,14,19,10,73,1.0,28.1,0.79,0,meridian
13-02-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,126,15,10,23,51,0.75,41.5,1.43,0,meridian
14-02-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,122,8,13,12,70,0.88,41.2,1.0,0,meridian
15-02-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,120,11,19,22,69,0.76,24.5,1.09,0,meridian
16-02-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,117,9,9,16,64,0.72,30.4,1.66,0,meridian
17-02-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,128,18,12,22,70,0.86,44.0,0.54,0,meridian
18-02-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,133,14,15,20,47,0.72,34.4,1.27,0,meridian
19-02-2026,MER_CHENNAI_SOUTH,Meridian Health — Chennai - South,private,Chennai - South,Chennai,132,18,17,20,51,0.64,42.1,1.08,0,meridian
24-08-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,107,8,11,15,35,0.75,26.5,1.2,0,meridian
25-08-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,103,11,7,13,44,0.92,25.6,0.82,0,meridian
26-08-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,109,14,13,11,49,0.78,43.9,0.89,0,meridian
27-08-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,107,11,14,13,63,0.56,28.1,0.85,0,meridian
28-08-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,115,17,13,23,44,0.82,33.0,0.4,0,meridian
29-08-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,116,14,14,12,51,0.89,34.8,1.05,0,meridian
30-08-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,115,7,10,16,39,0.66,32.3,1.34,0,meridian
31-08-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,101,8,11,17,39,0.6,47.3,0.8,0,meridian
01-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,122,11,15,12,53,0.57,35.9,0.56,0,meridian
02-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,115,15,12,15,54,0.76,20.6,0.64,0,meridian
03-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,112,7,18,20,59,0.81,45.5,1.16,0,meridian
04-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,103,7,8,11,38,0.74,47.5,0.68,0,meridian
05-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,115,11,15,21,48,0.85,33.8,0.71,0,meridian
06-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,109,8,8,19,53,0.82,33.9,1.15,0,meridian
07-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,117,16,9,17,51,0.8,25.2,0.65,0,meridian
08-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,116,12,18,19,58,0.89,56.6,0.83,0,meridian
09-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,120,7,8,16,60,0.78,52.6,0.46,0,meridian
10-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,118,14,8,10,40,0.7,18.9,1.17,0,meridian
11-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,127,15,9,16,40,0.92,48.7,0.73,0,meridian
12-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,116,9,16,14,49,0.7,21.2,1.48,0,meridian
13-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,115,12,13,10,60,0.86,42.9,1.22,0,meridian
14-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,113,13,17,13,43,0.74,39.2,0.66,0,meridian
15-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,128,14,8,17,67,0.74,37.9,0.91,1,meridian
16-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,103,12,9,10,60,0.87,24.3,0.92,0,meridian
17-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,121,15,16,22,68,0.66,31.7,0.88,0,meridian
18-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,116,16,11,14,52,0.69,37.8,0.95,0,meridian
19-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,119,11,8,22,42,0.72,18.7,0.88,0,meridian
20-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,115,10,17,16,61,0.83,33.6,0.7,0,meridian
21-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,119,7,15,17,45,0.83,51.8,0.85,0,meridian
22-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,111,6,12,13,63,0.68,39.9,0.83,0,meridian
23-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,116,15,16,17,64,0.92,29.3,0.87,0,meridian
24-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,120,10,10,16,60,0.79,27.1,1.02,0,meridian
25-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,128,14,14,16,77,0.82,24.6,0.84,1,meridian
26-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,124,8,8,12,60,0.89,26.1,1.15,0,meridian
27-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,136,7,18,25,57,0.76,32.9,0.77,1,meridian
28-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,117,8,15,14,38,0.72,24.4,1.0,0,meridian
29-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,104,5,12,20,55,0.84,25.2,1.18,0,meridian
30-09-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,118,14,13,12,41,0.81,45.2,1.39,0,meridian
01-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,126,11,11,12,45,0.86,31.2,0.8,0,meridian
02-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,123,12,9,17,45,0.78,39.7,1.51,0,meridian
03-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,126,13,11,13,39,0.86,50.3,1.49,0,meridian
04-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,127,19,14,12,58,0.88,50.6,0.63,0,meridian
05-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,119,15,13,13,48,0.72,40.6,1.28,0,meridian
06-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,128,17,16,24,66,0.77,44.6,0.85,1,meridian
07-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,121,11,12,13,37,0.74,26.3,1.26,0,meridian
08-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,127,17,12,16,45,0.9,33.1,0.41,0,meridian
09-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,118,13,8,23,44,0.83,41.2,0.44,0,meridian
10-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,113,8,15,10,37,0.87,31.9,0.79,0,meridian
11-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,126,8,15,21,46,0.81,45.6,0.9,0,meridian
12-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,109,6,8,18,64,0.59,36.5,1.31,0,meridian
13-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,110,12,7,12,65,0.74,29.1,0.61,0,meridian
14-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,109,9,13,15,34,0.75,46.5,0.73,0,meridian
15-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,137,20,17,20,48,0.68,35.3,1.69,1,meridian
16-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,116,13,10,14,56,0.83,26.6,1.33,0,meridian
17-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,121,12,17,21,58,0.76,27.6,1.25,0,meridian
18-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,122,15,8,19,67,0.69,42.7,0.78,0,meridian
19-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,119,11,10,12,63,0.76,56.3,0.78,0,meridian
20-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,118,15,9,20,57,0.74,44.9,0.62,0,meridian
21-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,112,8,14,19,53,0.72,47.1,1.4,0,meridian
22-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,114,9,10,13,57,0.8,15.7,1.35,0,meridian
23-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,115,10,13,21,45,0.6,30.0,0.75,0,meridian
24-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,122,16,16,11,65,0.83,55.7,0.84,0,meridian
25-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,116,8,9,11,51,0.89,22.1,0.68,0,meridian
26-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,108,8,8,21,55,0.78,37.4,1.21,0,meridian
27-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,118,14,9,20,37,0.78,1.0,1.22,0,meridian
28-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,126,18,12,11,58,0.77,26.1,1.01,0,meridian
29-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,119,16,8,22,61,0.77,51.3,1.44,0,meridian
30-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,107,10,14,17,36,0.83,16.6,1.18,0,meridian
31-10-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,111,15,10,19,53,0.76,26.6,1.2,0,meridian
01-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,117,8,17,19,69,0.97,36.1,0.98,0,meridian
02-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,104,15,16,17,59,0.79,30.4,0.58,0,meridian
03-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,118,8,17,20,58,0.93,37.6,1.08,0,meridian
04-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,126,13,10,12,59,0.68,29.7,0.94,0,meridian
05-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,123,9,7,10,63,1.0,45.2,0.93,0,meridian
06-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,128,19,19,11,45,0.8,32.7,0.61,1,meridian
07-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,124,14,14,17,49,0.86,30.1,0.56,0,meridian
08-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,120,13,11,11,67,0.66,35.7,0.73,0,meridian
09-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,117,18,10,19,65,0.85,57.7,1.18,0,meridian
10-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,126,15,13,19,60,0.77,43.5,0.73,0,meridian
11-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,117,8,15,20,60,0.64,31.7,0.52,0,meridian
12-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,121,15,16,18,38,0.72,36.5,0.58,0,meridian
13-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,117,17,9,10,63,0.98,18.0,1.01,0,meridian
14-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,121,8,17,20,63,0.71,46.2,0.94,0,meridian
15-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,103,6,9,12,52,0.71,35.3,1.34,0,meridian
16-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,122,9,18,21,49,0.73,29.2,0.77,0,meridian
17-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,109,15,13,22,51,0.77,64.3,1.19,0,meridian
18-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,120,10,13,15,58,0.58,45.5,0.43,0,meridian
19-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,113,10,11,10,63,0.73,26.9,0.35,0,meridian
20-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,132,8,16,14,67,1.0,33.8,0.89,1,meridian
21-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,115,13,14,17,67,0.73,30.0,1.0,0,meridian
22-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,102,9,11,14,47,0.73,39.3,1.08,0,meridian
23-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,114,11,11,22,45,0.9,36.9,0.78,0,meridian
24-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,136,10,17,18,50,0.91,43.4,1.14,1,meridian
25-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,133,9,11,18,45,0.82,42.5,0.83,1,meridian
26-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,118,10,14,13,63,0.9,26.8,1.13,0,meridian
27-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,139,15,17,27,49,0.7,34.4,1.15,1,meridian
28-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,116,8,18,17,48,0.75,49.2,0.94,0,meridian
29-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,121,17,13,13,45,0.74,31.2,1.04,0,meridian
30-11-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,114,17,14,18,42,0.85,30.0,1.2,0,meridian
01-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,127,18,13,20,56,0.8,38.9,0.86,0,meridian
02-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,129,17,18,14,70,0.68,39.4,0.25,1,meridian
03-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,113,10,17,11,39,0.87,49.3,0.97,0,meridian
04-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,122,13,18,16,73,0.66,42.6,1.3,0,meridian
05-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,110,14,14,18,35,0.88,32.4,1.19,0,meridian
06-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,125,10,11,19,49,0.71,37.9,0.57,0,meridian
07-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,130,19,14,14,42,0.69,38.3,0.91,1,meridian
08-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,118,11,12,19,54,0.9,53.4,0.82,0,meridian
09-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,116,16,16,19,37,0.82,38.0,1.2,0,meridian
10-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,127,9,18,19,58,0.87,27.5,1.16,0,meridian
11-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,123,10,16,15,51,0.83,28.7,1.57,0,meridian
12-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,105,10,12,18,57,0.97,33.0,0.64,0,meridian
13-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,110,15,11,17,43,0.72,40.9,0.72,0,meridian
14-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,132,18,14,11,58,0.73,41.8,1.4,1,meridian
15-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,128,18,10,22,62,0.77,22.0,0.76,1,meridian
16-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,127,17,10,13,45,0.7,41.5,0.87,0,meridian
17-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,107,6,15,11,49,0.55,32.8,0.85,0,meridian
18-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,127,15,10,24,63,0.62,37.2,1.5,0,meridian
19-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,117,12,11,22,60,0.87,50.4,1.43,0,meridian
20-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,119,10,11,10,43,0.71,43.6,1.05,0,meridian
21-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,114,10,9,20,54,0.84,36.0,0.75,0,meridian
22-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,132,7,9,25,54,0.84,37.0,0.31,1,meridian
23-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,126,13,13,20,52,0.75,43.8,0.61,0,meridian
24-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,116,17,13,16,47,0.72,37.4,0.87,0,meridian
25-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,126,19,13,22,70,0.85,33.0,1.14,0,meridian
26-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,120,13,16,21,53,0.85,31.6,0.55,0,meridian
27-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,128,17,10,16,72,0.7,36.6,0.88,1,meridian
28-12-2025,MER_CHENNAI_EAST,Meridian Health — Chennai - East,private,Chennai - East,Chennai,111,6,17,19,56,0.88,29.5,0.89,0,meridian
