date,hospital_id,hospital_name,water_pH,turbidity_NTU,fecal_coliform_cfu_100ml,residual_chlorine_mg_L,water_temperature_C,dissolved_oxygen_mg_L,cholera_water_risk,typhoid_water_risk,gastro_water_risk,water_risk_score,water_risk_level,contamination_event_flag
18-12-2025,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.69,1.1,25,0.19,25.1,5.72,0.189,0.436,0.263,0.02,LOW,0
19-12-2025,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.65,2.07,159,0.13,24.71,7.17,0.01,0.053,0.482,0.053,LOW,0
20-12-2025,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.59,1.22,229,0.26,29.23,5.8,0.265,0.571,0.42,0.05,LOW,0
21-12-2025,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.33,1.62,73,0.18,22.26,4.11,0.418,0.332,0.464,0.034,LOW,0
22-12-2025,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.74,1.51,267,0.17,23.86,6.19,0.47,0.633,0.399,0.059,LOW,0
23-12-2025,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.48,1.59,123,0.11,27.98,7.86,0.342,0.396,0.542,0.04,LOW,0
24-12-2025,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.91,1.92,137,0.24,26.43,7.43,0.442,0.644,0.509,0.047,LOW,0
25-12-2025,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.67,1.84,192,0.19,34.0,5.06,0.386,0.438,0.33,0.054,LOW,0
26-12-2025,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.73,1.38,143,0.17,25.93,5.78,0.344,0.632,0.508,0.04,LOW,0
27-12-2025,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.5,1.27,136,0.19,25.38,6.54,0.381,0.323,0.553,0.038,LOW,0
28-12-2025,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.77,1.99,170,0.25,23.21,7.94,0.584,0.387,0.651,0.053,LOW,0
29-12-2025,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.63,1.15,67,0.25,32.51,5.77,0.202,0.39,0.407,0.026,LOW,0
30-12-2025,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.72,1.41,126,0.22,22.85,4.41,0.139,0.511,0.362,0.038,LOW,0
31-12-2025,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.62,1.24,153,0.24,25.02,7.74,0.552,0.523,0.64,0.039,LOW,0
01-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.55,1.64,95,0.21,28.4,7.07,0.411,0.225,0.319,0.037,LOW,0
02-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.64,0.99,201,0.25,27.76,7.65,0.385,0.412,0.696,0.042,LOW,0
03-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.65,0.7,90,0.17,25.47,7.26,0.397,0.472,0.516,0.023,LOW,0
04-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.45,1.42,0,0.19,24.35,4.54,0.161,0.385,0.272,0.021,LOW,0
05-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.87,1.19,161,0.19,32.94,7.04,0.284,0.302,0.297,0.04,LOW,0
06-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.59,1.34,102,0.19,33.98,6.38,0.389,0.579,0.516,0.034,LOW,0
07-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.8,0.79,145,0.26,28.91,5.7,0.451,0.212,0.548,0.032,LOW,0
08-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.54,1.76,144,0.25,25.43,5.58,0.233,0.627,0.385,0.046,LOW,0
09-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.58,0.82,157,0.24,31.06,6.54,0.246,0.361,0.609,0.034,LOW,0
10-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.86,0.79,179,0.18,31.62,7.51,0.435,0.508,0.548,0.036,LOW,0
11-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.62,1.47,115,0.19,28.85,6.75,0.463,0.336,0.47,0.038,LOW,0
12-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.55,0.45,86,0.12,27.3,5.24,0.408,0.511,0.526,0.019,LOW,0
13-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.69,1.56,51,0.14,22.29,5.33,0.188,0.5,0.407,0.03,LOW,0
14-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.59,1.9,101,0.18,30.69,3.99,0.373,0.658,0.518,0.042,LOW,0
15-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.35,1.3,88,0.21,25.69,5.96,0.819,0.237,0.35,0.031,LOW,0
16-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.64,1.55,133,0.18,23.82,6.04,0.228,0.512,0.518,0.041,LOW,0
17-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.47,1.78,128,0.21,28.64,6.15,0.338,0.587,0.297,0.044,LOW,0
18-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.6,0.66,82,0.27,23.75,6.6,0.361,0.462,0.452,0.021,LOW,0
19-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.84,1.87,12,0.16,24.97,5.36,0.375,0.404,0.316,0.029,LOW,0
20-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.85,1.99,219,0.19,26.6,4.31,0.315,0.59,0.251,0.06,LOW,0
21-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.6,1.48,157,0.15,24.97,6.91,0.363,0.42,0.343,0.044,LOW,0
22-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.55,1.14,110,0.22,27.23,5.69,0.509,0.357,0.32,0.032,LOW,0
23-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.54,0.85,170,0.1,27.66,7.41,0.347,0.536,0.451,0.036,LOW,0
24-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.66,2.08,50,0.28,28.17,4.38,0.379,0.154,0.606,0.037,LOW,0
25-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.46,1.2,57,0.32,32.06,5.18,0.292,0.421,0.285,0.026,LOW,0
26-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.59,1.38,141,0.28,26.16,7.44,0.051,0.436,0.341,0.04,LOW,0
27-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.38,1.46,0,0.17,34.0,6.36,0.574,0.379,0.653,0.022,LOW,0
28-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.31,1.75,179,0.28,28.01,5.07,0.429,0.555,0.791,0.051,LOW,0
29-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.62,0.82,165,0.13,24.72,6.22,0.39,0.601,0.538,0.035,LOW,0
30-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.58,1.27,152,0.16,20.89,3.05,0.467,0.372,0.595,0.04,LOW,0
31-01-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.58,1.96,216,0.17,19.75,7.07,0.356,0.67,0.415,0.059,LOW,0
01-02-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.54,0.19,208,0.23,25.2,4.07,0.499,0.433,0.746,0.032,LOW,0
02-02-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.58,1.08,171,0.18,26.42,6.5,0.529,0.298,0.598,0.04,LOW,0
03-02-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.82,0.86,93,0.21,28.69,3.31,0.58,0.448,0.239,0.026,LOW,0
04-02-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.75,1.93,114,0.17,29.28,6.15,0.327,0.437,0.594,0.044,LOW,0
05-02-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.61,1.56,143,0.23,26.41,5.96,0.69,0.43,0.352,0.043,LOW,0
06-02-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.57,1.03,43,0.16,25.83,4.11,0.625,0.312,0.469,0.021,LOW,0
07-02-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.76,1.63,0,0.18,26.74,6.63,0.351,0.322,0.344,0.024,LOW,0
08-02-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.46,1.73,124,0.12,21.77,3.24,0.433,0.573,0.505,0.043,LOW,0
09-02-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.42,1.0,153,0.23,24.85,5.8,0.516,0.627,0.455,0.036,LOW,0
10-02-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.53,1.96,198,0.24,28.16,5.95,0.615,0.427,0.551,0.056,LOW,0
11-02-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.37,0.82,65,0.18,28.24,7.7,0.126,0.572,0.633,0.021,LOW,0
12-02-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.38,1.36,106,0.18,31.23,6.14,0.308,0.595,0.615,0.035,LOW,0
13-02-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.76,1.31,68,0.16,28.07,6.53,0.295,0.228,0.523,0.029,LOW,0
14-02-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.63,1.73,0,0.22,27.46,4.72,0.279,0.686,0.616,0.025,LOW,0
15-02-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.49,1.6,82,0.22,25.91,6.29,0.591,0.14,0.4,0.035,LOW,0
16-02-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.52,2.04,40,0.19,26.96,4.74,0.395,0.258,0.284,0.036,LOW,0
17-02-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.63,1.49,65,0.13,19.74,7.14,0.553,0.144,0.201,0.031,LOW,0
18-02-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.83,1.17,72,0.25,25.49,6.84,0.618,0.378,0.371,0.027,LOW,0
19-02-2026,MER_HYDERABAD_SOUTH,Meridian Health — Hyderabad - South,7.38,1.01,259,0.1,26.75,6.81,0.408,0.529,0.321,0.051,LOW,0
24-08-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.24,1.5,288,0.24,19.63,4.5,0.43,0.735,0.628,0.062,LOW,0
25-08-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.62,2.74,203,0.15,26.0,6.66,0.596,0.588,0.622,0.068,LOW,0
26-08-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.63,1.67,49,0.25,30.21,4.95,0.508,0.328,0.567,0.031,LOW,0
27-08-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.27,1.86,220,0.26,25.18,4.13,0.315,0.266,0.558,0.058,LOW,0
28-08-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.07,1.57,296,0.19,26.15,4.28,0.286,0.463,0.312,0.064,LOW,0
29-08-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.26,2.6,346,0.27,29.93,4.69,0.216,0.441,0.382,0.086,LOW,0
30-08-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.17,2.83,318,0.24,26.6,5.94,0.532,0.383,0.519,0.086,LOW,0
31-08-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.3,3.19,186,0.13,26.96,7.66,0.342,0.597,0.028,0.073,LOW,0
01-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.47,2.53,153,0.17,25.17,7.33,0.602,0.524,0.236,0.059,LOW,0
02-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.5,3.18,295,0.12,27.16,6.5,0.36,0.283,0.539,0.088,LOW,0
03-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.34,2.31,217,0.24,22.87,6.44,0.207,0.215,0.441,0.064,LOW,0
04-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.6,2.95,228,0.05,23.2,4.68,0.409,0.202,0.295,0.075,LOW,0
05-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.53,3.54,0,0.11,25.94,5.48,0.513,0.393,0.464,0.052,LOW,0
06-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.11,3.39,319,0.25,22.6,4.89,0.375,0.317,0.126,0.094,LOW,0
07-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.58,2.38,114,0.24,28.16,6.07,0.341,0.375,0.453,0.051,LOW,0
08-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.68,2.8,198,0.15,27.54,6.44,0.406,0.355,0.525,0.069,LOW,0
09-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.33,2.34,116,0.27,24.71,6.18,0.547,0.595,0.456,0.051,LOW,0
10-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.22,1.58,224,0.34,26.97,6.34,0.641,0.413,0.391,0.054,LOW,0
11-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.21,4.84,238,0.23,26.2,6.39,0.45,0.743,0.367,0.104,LOW,0
12-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.45,1.81,41,0.2,24.16,6.05,0.37,0.542,0.454,0.032,LOW,0
13-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.3,2.96,152,0.27,19.56,5.69,0.665,0.48,0.445,0.065,LOW,0
14-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.43,2.66,64,0.17,27.51,6.82,0.443,0.534,0.394,0.048,LOW,0
15-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.44,3.4,191,0.21,24.89,5.39,0.162,0.328,0.59,0.077,LOW,0
16-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.2,2.71,412,0.19,32.16,4.6,0.475,0.436,0.73,0.097,LOW,0
17-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.29,1.17,231,0.19,26.0,6.07,0.342,0.49,0.603,0.049,LOW,0
18-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.28,3.53,177,0.26,27.03,8.99,0.245,0.397,0.549,0.076,LOW,0
19-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.43,2.78,253,0.22,20.04,6.93,0.261,0.538,0.46,0.076,LOW,0
20-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.51,3.21,200,0.18,21.33,4.77,0.292,0.27,0.621,0.075,LOW,0
21-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.33,2.04,3,0.09,28.64,6.14,0.604,0.518,0.284,0.03,LOW,0
22-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.43,2.06,163,0.28,28.14,5.53,0.322,0.418,0.705,0.053,LOW,0
23-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.37,3.28,65,0.22,26.44,4.38,0.488,0.018,0.289,0.057,LOW,0
24-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.35,1.87,363,0.19,25.95,6.29,0.315,0.411,0.39,0.078,LOW,0
25-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.58,3.16,56,0.21,25.54,4.84,0.351,0.568,0.234,0.054,LOW,0
26-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.37,2.95,198,0.27,27.49,5.23,0.407,0.575,0.513,0.071,LOW,0
27-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.32,0.1,305,0.17,26.6,3.56,0.318,0.286,0.334,0.044,LOW,0
28-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.41,2.65,277,0.19,24.09,5.24,0.362,0.569,0.525,0.077,LOW,0
29-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.67,2.76,153,0.31,23.08,4.25,0.379,0.474,0.386,0.062,LOW,0
30-09-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.6,2.5,143,0.21,22.57,5.31,0.437,0.652,0.8,0.057,LOW,0
01-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.23,3.64,223,0.25,21.23,5.89,0.62,0.486,0.333,0.085,LOW,0
02-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.39,2.17,265,0.18,24.19,3.81,0.328,0.383,0.453,0.069,LOW,0
03-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.45,3.25,202,0.14,26.71,7.06,0.322,0.259,0.27,0.076,LOW,0
04-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.38,1.09,292,0.21,25.71,5.5,0.376,0.592,0.446,0.057,LOW,0
05-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.3,4.08,124,0.19,27.91,6.26,0.493,0.62,0.404,0.077,LOW,0
06-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.57,1.45,83,0.2,22.56,5.27,0.39,0.494,0.622,0.033,LOW,0
07-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.79,4.27,245,0.15,28.02,5.92,0.325,0.457,0.656,0.097,LOW,0
08-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.46,2.45,390,0.24,28.0,6.23,0.107,0.329,0.608,0.09,LOW,0
09-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.38,1.8,303,0.18,27.8,5.28,0.367,0.459,0.296,0.069,LOW,0
10-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.42,3.15,255,0.08,24.97,6.97,0.481,0.405,0.189,0.082,LOW,0
11-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.32,1.66,108,0.32,25.12,7.54,0.479,0.621,0.474,0.039,LOW,0
12-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.45,2.13,324,0.19,23.73,4.88,0.568,0.431,0.313,0.076,LOW,0
13-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.51,1.64,225,0.31,20.88,5.77,0.443,0.488,0.64,0.055,LOW,0
14-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.28,3.78,321,0.25,26.87,5.92,0.422,0.61,0.53,0.1,LOW,0
15-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.48,1.58,17,0.16,23.71,6.5,0.312,0.536,0.364,0.026,LOW,0
16-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.53,0.83,91,0.21,28.75,5.3,0.197,0.469,0.463,0.025,LOW,0
17-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.61,2.51,3,0.14,27.25,4.13,0.702,0.701,0.434,0.037,LOW,0
18-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.4,2.22,137,0.06,27.05,3.25,0.622,0.48,0.418,0.052,LOW,0
19-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.08,2.12,243,0.16,25.83,4.98,0.369,0.625,0.59,0.065,LOW,0
20-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.65,2.31,84,0.24,29.47,5.77,0.428,0.373,0.543,0.046,LOW,0
21-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.52,1.92,236,0.08,32.04,6.02,0.788,0.269,0.388,0.061,LOW,0
22-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.27,1.73,32,0.13,26.45,6.46,0.664,0.587,0.598,0.03,LOW,0
23-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.44,1.95,178,0.3,27.31,5.05,0.725,0.394,0.466,0.053,LOW,0
24-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.28,3.05,47,0.2,24.37,5.71,0.44,0.275,0.813,0.051,LOW,0
25-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.32,2.49,229,0.19,26.66,7.08,0.246,0.195,0.291,0.068,LOW,0
26-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.32,1.1,93,0.2,23.72,3.57,0.334,0.442,0.631,0.029,LOW,0
27-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.45,1.96,202,0.13,24.1,7.62,0.175,0.505,0.192,0.057,LOW,0
28-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.42,0.7,63,0.25,27.7,4.84,0.486,0.72,0.321,0.019,LOW,0
29-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,6.91,1.75,431,0.25,25.53,6.76,0.131,0.062,0.265,0.086,LOW,0
30-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.33,1.92,220,0.14,29.28,7.74,0.342,0.189,0.556,0.059,LOW,0
31-10-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.55,3.25,342,0.22,24.79,5.59,0.375,0.739,0.281,0.095,LOW,0
01-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.31,0.64,342,0.2,33.81,7.3,0.194,0.588,0.513,0.057,LOW,0
02-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.29,2.25,0,0.24,29.46,5.23,0.27,0.469,0.383,0.033,LOW,0
03-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.23,1.05,267,0.23,27.15,7.64,0.598,0.358,0.314,0.053,LOW,0
04-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.37,2.78,95,0.16,30.3,5.84,0.396,0.424,0.459,0.054,LOW,0
05-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.61,2.65,221,0.24,26.04,4.74,0.392,0.422,0.218,0.07,LOW,0
06-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.31,3.69,184,0.15,27.07,5.99,0.248,0.084,0.52,0.08,LOW,0
07-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.49,3.89,367,0.15,27.19,5.76,0.541,0.185,0.499,0.108,LOW,0
08-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.14,2.39,278,0.23,29.9,8.14,0.262,0.369,0.286,0.074,LOW,0
09-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.39,5.21,219,0.27,24.42,6.63,0.292,0.224,0.471,0.107,LOW,0
10-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.13,3.92,138,0.1,25.94,5.7,0.579,0.171,0.329,0.077,LOW,0
11-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.5,3.13,140,0.23,24.3,4.99,0.56,0.468,0.43,0.065,LOW,0
12-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.55,3.52,248,0.23,27.11,6.33,0.512,0.313,0.643,0.086,LOW,0
13-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.27,2.74,240,0.09,26.71,5.37,0.408,0.317,0.506,0.074,LOW,0
14-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.48,4.06,232,0.26,26.31,4.44,0.302,0.447,0.431,0.092,LOW,0
15-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.33,1.66,61,0.15,24.6,5.4,0.71,0.244,0.527,0.033,LOW,0
16-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.53,1.94,196,0.19,28.84,7.31,0.383,0.08,0.583,0.056,LOW,0
17-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.29,4.41,119,0.26,29.75,6.1,0.542,0.046,0.69,0.081,LOW,0
18-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.39,3.0,268,0.18,28.03,5.41,0.585,0.317,0.544,0.081,LOW,0
19-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.38,3.8,200,0.22,31.21,6.28,0.693,0.679,0.495,0.084,LOW,0
20-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.42,3.62,219,0.23,27.95,6.52,0.576,0.688,0.192,0.084,LOW,0
21-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.33,1.02,112,0.29,23.27,6.61,0.281,0.313,0.328,0.03,LOW,0
22-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.33,3.38,159,0.2,28.55,5.95,0.498,0.495,0.729,0.072,LOW,0
23-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.33,2.97,370,0.16,26.3,5.32,0.274,0.306,0.403,0.095,LOW,0
24-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.66,1.42,111,0.15,29.93,4.91,0.336,0.332,0.629,0.036,LOW,0
25-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.39,2.28,159,0.2,26.91,2.5,0.296,0.572,0.532,0.056,LOW,0
26-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.67,2.4,195,0.15,22.67,6.57,0.328,0.62,0.218,0.062,LOW,0
27-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.42,2.7,134,0.22,29.64,5.39,0.74,0.421,0.359,0.058,LOW,0
28-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.42,2.47,80,0.3,31.71,6.0,0.572,0.487,0.5,0.047,LOW,0
29-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.31,2.26,234,0.25,27.88,8.7,0.27,0.637,0.541,0.066,LOW,0
30-11-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.33,1.93,281,0.15,23.42,6.72,0.676,0.418,0.548,0.067,LOW,0
01-12-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.24,3.73,172,0.02,22.55,5.17,0.594,0.448,0.344,0.079,LOW,0
02-12-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.32,2.44,227,0.18,31.09,8.34,0.847,0.79,0.494,0.067,LOW,0
03-12-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.49,2.52,218,0.18,29.34,4.88,0.526,0.467,0.396,0.067,LOW,0
04-12-2025,MER_HYDERABAD_EAST,Meridian Health — Hyderabad - East,7.39,2.59,454,0.23,25.94,5.42,0.416,0.412,0.462,0.101,LOW,0
