date,hospital_id,admissions,cholera_cases,typhoid_cases,gastroenteritis_cases,other_cases,bed_occupancy_rate,avg_patient_age,comorbidity_index,water_pH,turbidity_NTU,fecal_coliform_cfu_100ml,TDS_ppm,residual_chlorine_mg_L,water_temp_C,dissolved_oxygen_mg_L,outbreak_label
2025-09-09,PUB_GB_PANT_DEL,66,1,3,15,47,0.59,25.0,1.86,7.21,0.23,285,212,0.29,22.2,6.32,0
2025-09-10,PUB_GB_PANT_DEL,73,2,3,15,53,0.61,27.3,1.71,7.05,1.99,469,193,0.5,26.0,7.3,0
2025-09-11,PUB_GB_PANT_DEL,90,2,3,25,60,0.53,47.9,1.45,7.14,3.95,56,188,0.42,27.8,7.48,0
2025-09-12,PUB_GB_PANT_DEL,95,3,5,24,63,0.66,40.4,1.36,7.47,4.2,516,229,0.5,25.3,7.22,0
2025-09-13,PUB_GB_PANT_DEL,75,3,2,17,53,0.5,52.0,1.81,7.23,3.53,265,162,0.73,30.8,7.15,0
2025-09-14,PUB_GB_PANT_DEL,97,2,5,25,65,0.88,43.0,2.11,6.81,1.59,381,351,0.42,28.8,6.49,0
2025-09-15,PUB_GB_PANT_DEL,91,3,3,17,68,0.9,28.1,1.17,6.88,1.02,196,327,0.61,24.8,5.66,0
2025-09-16,PUB_GB_PANT_DEL,91,2,3,17,69,0.71,55.7,0.92,7.14,3.79,494,245,0.39,23.5,6.94,0
2025-09-17,PUB_GB_PANT_DEL,82,2,3,23,54,0.63,34.5,2.42,7.06,2.38,339,165,0.26,26.0,8.51,0
2025-09-18,PUB_GB_PANT_DEL,70,1,3,14,52,0.89,32.6,1.11,7.56,2.33,165,124,0.36,25.5,5.47,0
2025-09-19,PUB_GB_PANT_DEL,98,4,5,27,62,0.75,40.4,2.18,7.17,2.89,44,272,0.28,24.0,5.75,0
2025-09-20,PUB_GB_PANT_DEL,76,3,3,21,49,0.89,40.3,1.43,7.18,4.43,42,303,0.45,26.3,6.7,0
2025-09-21,PUB_GB_PANT_DEL,79,2,4,20,53,0.82,33.5,1.71,7.08,1.89,357,273,0.54,29.5,5.35,0
2025-09-22,PUB_GB_PANT_DEL,99,2,5,25,67,0.78,45.7,0.86,6.85,5.27,301,277,0.63,24.0,6.65,0
2025-09-23,PUB_GB_PANT_DEL,79,2,3,18,56,0.69,46.5,0.91,7.36,2.9,84,244,0.31,24.9,7.5,0
2025-09-24,PUB_GB_PANT_DEL,75,2,2,20,51,0.58,47.5,1.27,7.31,2.32,333,235,0.19,24.2,6.56,0
2025-09-25,PUB_GB_PANT_DEL,83,2,3,19,59,0.78,22.7,1.64,7.25,2.29,99,229,0.47,27.9,6.27,0
2025-09-26,PUB_GB_PANT_DEL,88,1,4,20,63,0.64,31.1,2.1,7.31,2.34,17,225,0.37,24.3,6.5,0
2025-09-27,PUB_GB_PANT_DEL,80,3,4,21,52,0.71,26.0,2.2,7.21,1.59,472,134,0.41,25.8,7.52,0
2025-09-28,PUB_GB_PANT_DEL,79,2,3,14,60,0.73,44.5,0.88,7.35,2.04,80,265,0.43,23.6,6.69,0
2025-09-29,PUB_GB_PANT_DEL,82,2,2,23,55,0.81,40.8,2.39,6.8,5.32,221,269,0.41,24.7,5.59,0
2025-09-30,PUB_GB_PANT_DEL,86,2,4,17,63,0.54,53.7,1.88,7.19,6.35,515,246,0.52,24.1,6.33,0
2025-10-01,PUB_GB_PANT_DEL,85,1,2,13,69,0.9,54.7,0.86,7.65,1.44,383,239,0.61,20.4,7.38,0
2025-10-02,PUB_GB_PANT_DEL,90,2,2,17,69,0.88,31.5,2.13,7.2,1.54,223,281,0.63,26.8,5.77,0
2025-10-03,PUB_GB_PANT_DEL,84,1,1,14,68,0.79,32.7,2.48,7.12,3.65,198,306,0.53,27.5,6.4,0
2025-10-04,PUB_GB_PANT_DEL,85,1,2,14,68,0.57,37.3,2.01,7.22,2.93,82,268,0.57,23.2,6.11,0
2025-10-05,PUB_GB_PANT_DEL,73,1,2,14,56,0.74,45.2,2.0,7.09,1.67,83,282,0.39,25.7,6.55,0
2025-10-06,PUB_GB_PANT_DEL,75,2,2,11,60,0.55,38.1,2.47,7.18,2.01,273,197,0.45,26.7,6.4,0
2025-10-07,PUB_GB_PANT_DEL,87,1,2,15,69,0.76,49.9,1.06,7.53,3.15,224,207,0.45,26.0,7.04,0
2025-10-08,PUB_GB_PANT_DEL,101,2,2,18,79,0.54,30.9,1.1,7.13,0.81,118,218,0.38,24.5,5.74,0
2025-10-09,PUB_GB_PANT_DEL,76,1,2,12,61,0.67,29.9,1.53,7.32,2.75,95,260,0.55,26.3,6.51,0
2025-10-10,PUB_GB_PANT_DEL,89,2,3,14,70,0.59,34.5,0.83,7.36,3.0,386,327,0.58,28.1,5.36,0
2025-10-11,PUB_GB_PANT_DEL,95,2,3,14,76,0.71,43.1,0.74,7.37,1.22,215,352,0.47,25.6,6.83,0
2025-10-12,PUB_GB_PANT_DEL,85,2,2,14,67,0.64,45.5,0.94,7.37,4.14,13,212,0.41,29.8,6.54,0
2025-10-13,PUB_GB_PANT_DEL,113,2,3,19,89,0.82,16.9,0.59,7.31,3.62,113,161,0.38,26.4,6.15,0
2025-10-14,PUB_GB_PANT_DEL,96,2,3,14,77,0.87,53.2,2.49,7.2,0.67,181,273,0.51,25.1,7.88,0
2025-10-15,PUB_GB_PANT_DEL,83,2,1,12,68,0.58,32.7,1.53,7.17,1.12,428,141,0.21,24.9,5.61,0
2025-10-16,PUB_GB_PANT_DEL,85,1,2,13,69,0.81,30.8,1.6,6.98,2.71,436,330,0.35,27.0,6.15,0
2025-10-17,PUB_GB_PANT_DEL,84,1,3,16,64,0.89,50.3,1.33,7.22,3.14,399,350,0.41,26.5,5.82,0
2025-10-18,PUB_GB_PANT_DEL,88,1,1,11,75,0.53,29.0,1.47,7.68,1.32,86,258,0.62,23.8,5.81,0
2025-10-19,PUB_GB_PANT_DEL,86,1,2,15,68,0.83,46.7,1.05,6.97,2.63,197,231,0.34,25.2,6.41,0
2025-10-20,PUB_GB_PANT_DEL,87,2,3,14,68,0.58,59.4,0.58,7.56,2.67,153,136,0.56,25.8,5.97,0
2025-10-21,PUB_GB_PANT_DEL,96,2,2,11,81,0.87,51.2,1.49,7.17,0.14,96,325,0.32,26.9,6.42,0
2025-10-22,PUB_GB_PANT_DEL,83,1,1,12,69,0.63,29.6,2.37,6.65,3.78,368,224,0.22,27.5,6.59,0
2025-10-23,PUB_GB_PANT_DEL,82,1,2,10,69,0.53,11.1,2.16,6.94,4.68,313,198,0.45,26.7,6.39,0
2025-10-24,PUB_GB_PANT_DEL,93,1,2,16,74,0.88,41.5,1.46,7.23,4.41,181,233,0.42,23.3,6.81,0
2025-10-25,PUB_GB_PANT_DEL,81,2,2,11,66,0.79,34.9,1.11,7.13,2.74,132,245,0.67,27.7,5.71,0
2025-10-26,PUB_GB_PANT_DEL,76,1,2,13,60,0.54,55.4,2.02,7.05,1.17,46,186,0.45,26.5,5.22,0
2025-10-27,PUB_GB_PANT_DEL,93,2,2,18,71,0.7,47.5,0.52,7.12,0.54,385,270,0.43,25.1,5.81,0
2025-10-28,PUB_GB_PANT_DEL,105,2,3,13,87,0.55,37.2,1.54,7.46,1.3,312,275,0.38,25.7,6.08,0
2025-10-29,PUB_GB_PANT_DEL,78,1,2,11,64,0.73,33.9,2.34,7.27,2.77,327,234,0.26,29.1,7.87,0
2025-10-30,PUB_GB_PANT_DEL,79,1,2,13,63,0.72,43.3,1.79,6.92,2.02,272,352,0.43,29.5,6.93,0
2025-10-31,PUB_GB_PANT_DEL,98,1,3,15,79,0.9,44.2,2.13,7.29,2.15,138,233,0.38,27.7,6.53,0
2025-11-01,PUB_GB_PANT_DEL,78,1,1,11,65,0.78,36.8,0.95,7.27,1.37,4,226,0.23,25.9,6.35,0
2025-11-02,PUB_GB_PANT_DEL,97,2,2,13,80,0.91,33.0,1.4,7.02,2.95,131,371,0.43,26.7,6.66,0
2025-11-03,PUB_GB_PANT_DEL,92,2,3,14,73,0.57,30.0,1.85,7.11,2.18,429,264,0.35,25.9,6.45,0
2025-11-04,PUB_GB_PANT_DEL,94,1,3,15,75,0.77,29.7,1.44,7.53,1.2,462,219,0.24,25.1,6.42,0
2025-11-05,PUB_GB_PANT_DEL,98,2,3,13,80,0.92,48.4,1.54,7.27,2.2,253,270,0.45,25.2,6.45,0
2025-11-06,PUB_GB_PANT_DEL,99,2,2,12,83,0.57,29.5,2.06,7.31,0.36,369,315,0.59,25.7,7.07,0
2025-11-07,PUB_GB_PANT_DEL,83,1,2,11,69,0.84,42.5,1.44,7.28,2.72,79,216,0.37,24.5,5.73,0
2025-11-08,PUB_GB_PANT_DEL,60,1,1,8,50,0.66,26.0,1.08,7.04,3.02,86,214,0.34,25.8,6.42,0
2025-11-09,PUB_GB_PANT_DEL,90,1,2,11,76,0.91,40.4,0.74,7.02,1.1,76,311,0.32,24.3,6.17,0
2025-11-10,PUB_GB_PANT_DEL,91,2,2,15,72,0.88,26.2,2.23,6.88,3.42,49,254,0.44,27.4,6.34,0
2025-11-11,PUB_GB_PANT_DEL,93,2,2,13,76,0.53,45.6,2.36,7.38,2.16,125,329,0.42,23.9,6.69,0
2025-11-12,PUB_GB_PANT_DEL,87,2,2,15,68,0.95,22.2,2.47,7.04,2.99,237,240,0.44,25.3,6.57,0
2025-11-13,PUB_GB_PANT_DEL,94,2,2,15,75,0.88,54.4,1.93,7.24,1.8,15,224,0.39,22.9,7.66,0
2025-11-14,PUB_GB_PANT_DEL,82,1,2,16,63,0.72,45.1,0.65,7.17,1.55,437,264,0.52,25.1,7.24,0
2025-11-15,PUB_GB_PANT_DEL,91,1,2,15,73,0.68,34.2,1.46,7.23,2.47,290,261,0.43,29.0,6.28,0
2025-11-16,PUB_GB_PANT_DEL,78,1,1,13,63,0.91,38.7,2.23,6.83,1.38,118,274,0.47,24.3,7.73,0
2025-11-17,PUB_GB_PANT_DEL,95,2,2,13,78,0.76,35.7,1.81,7.18,3.24,352,162,0.5,27.7,7.49,0
2025-11-18,PUB_GB_PANT_DEL,82,2,2,14,64,0.84,44.0,1.17,7.31,4.95,23,249,0.38,26.9,6.66,0
2025-11-19,PUB_GB_PANT_DEL,70,1,2,11,56,0.53,35.2,1.84,7.19,1.32,178,271,0.14,24.9,6.29,0
2025-11-20,PUB_GB_PANT_DEL,79,1,2,10,66,0.83,55.4,2.22,7.48,1.35,304,199,0.57,27.3,7.26,0
2025-11-21,PUB_GB_PANT_DEL,103,2,3,16,82,0.93,66.5,1.32,7.29,1.68,332,300,0.53,25.9,6.87,0
2025-11-22,PUB_GB_PANT_DEL,102,2,2,16,82,0.85,43.4,1.05,7.07,2.9,219,219,0.53,25.3,5.67,0
2025-11-23,PUB_GB_PANT_DEL,91,2,2,12,75,0.6,26.6,1.83,6.9,2.44,44,333,0.35,25.4,6.19,0
2025-11-24,PUB_GB_PANT_DEL,86,1,2,11,72,0.72,35.9,2.15,7.4,2.49,229,289,0.42,26.3,7.21,0
2025-11-25,PUB_GB_PANT_DEL,74,1,2,13,58,0.55,25.5,2.17,7.29,0.84,320,226,0.64,24.0,5.79,0
2025-11-26,PUB_GB_PANT_DEL,97,1,1,19,76,0.69,29.2,2.12,7.3,0.03,42,151,0.34,22.4,5.96,0
2025-11-27,PUB_GB_PANT_DEL,107,1,3,19,84,0.94,21.6,2.1,7.27,1.79,523,230,0.41,25.3,7.52,0
2025-11-28,PUB_GB_PANT_DEL,82,1,2,12,67,0.51,39.1,1.17,7.35,4.28,352,322,0.58,26.3,7.12,0
2025-11-29,PUB_GB_PANT_DEL,91,1,3,13,74,0.93,32.5,1.71,7.14,1.75,195,270,0.43,24.5,5.52,0
2025-11-30,PUB_GB_PANT_DEL,100,2,3,16,79,0.86,34.4,1.66,6.93,1.85,160,215,0.2,22.2,7.94,0
2025-12-01,PUB_GB_PANT_DEL,67,1,1,9,56,0.69,35.3,2.16,7.18,3.27,178,208,0.58,29.5,5.9,0
2025-12-02,PUB_GB_PANT_DEL,91,2,2,16,71,0.85,41.6,0.77,6.97,1.48,62,222,0.28,25.8,6.36,0
2025-12-03,PUB_GB_PANT_DEL,102,1,3,15,83,0.82,23.2,0.73,7.32,2.05,11,302,0.3,24.8,6.22,0
2025-12-04,PUB_GB_PANT_DEL,98,1,1,19,77,0.71,45.0,1.9,7.2,0.8,157,174,0.36,25.9,7.42,0
2025-12-05,PUB_GB_PANT_DEL,86,2,2,14,68,0.58,29.1,1.58,7.21,3.43,30,173,0.37,25.3,7.67,0
2025-12-06,PUB_GB_PANT_DEL,79,2,2,9,66,0.85,36.7,1.11,7.58,2.68,441,250,0.39,26.5,6.63,0
2025-12-07,PUB_GB_PANT_DEL,95,2,2,14,77,0.56,28.7,2.28,6.91,2.5,207,283,0.41,26.3,4.95,0
2025-12-08,PUB_GB_PANT_DEL,93,1,3,12,77,0.8,50.8,2.28,7.41,1.58,348,320,0.21,26.0,7.8,0
2025-12-09,PUB_GB_PANT_DEL,79,1,2,11,65,0.64,41.5,0.6,7.18,0.54,199,248,0.44,22.3,5.73,0
2025-12-10,PUB_GB_PANT_DEL,79,2,2,10,65,0.85,53.4,1.46,7.11,1.88,234,179,0.37,31.0,6.43,0
2025-12-11,PUB_GB_PANT_DEL,79,2,2,12,63,0.74,25.6,1.52,7.46,1.77,170,207,0.0,27.0,6.19,0
2025-12-12,PUB_GB_PANT_DEL,78,1,2,12,63,0.56,35.6,2.09,6.94,1.55,74,325,0.57,24.0,5.31,0
2025-12-13,PUB_GB_PANT_DEL,89,2,2,14,71,0.9,29.2,2.02,7.4,2.59,25,282,0.45,26.4,7.89,0
2025-12-14,PUB_GB_PANT_DEL,87,1,2,13,71,0.91,46.1,1.25,7.31,1.43,255,226,0.5,29.3,7.04,0
2025-12-15,PUB_GB_PANT_DEL,85,2,1,11,71,0.57,53.7,1.14,7.06,2.8,110,330,0.2,30.6,5.87,0
2025-12-16,PUB_GB_PANT_DEL,102,2,2,16,82,0.67,50.3,2.06,7.32,1.82,430,123,0.43,26.6,7.36,0
2025-12-17,PUB_GB_PANT_DEL,79,2,2,10,65,0.72,44.7,1.03,7.01,2.42,308,268,0.56,25.6,8.13,0
2025-12-18,PUB_GB_PANT_DEL,87,1,2,15,69,0.63,40.1,0.99,7.13,3.59,198,322,0.57,28.4,5.98,0
2025-12-19,PUB_GB_PANT_DEL,87,1,2,17,67,0.75,29.4,2.22,7.23,3.15,161,215,0.25,28.7,7.98,0
2025-12-20,PUB_GB_PANT_DEL,79,2,2,14,61,0.54,36.6,0.93,7.42,1.59,185,283,0.36,24.3,6.28,0
2025-12-21,PUB_GB_PANT_DEL,95,1,1,18,75,0.57,36.4,1.12,7.51,1.35,333,187,0.31,26.8,6.4,0
2025-12-22,PUB_GB_PANT_DEL,83,2,3,14,64,0.6,27.4,1.27,7.14,2.37,534,212,0.25,26.2,6.56,0
2025-12-23,PUB_GB_PANT_DEL,91,1,2,14,74,0.77,36.0,0.51,7.33,4.01,200,251,0.48,27.1,7.54,0
2025-12-24,PUB_GB_PANT_DEL,88,1,1,11,75,0.94,45.9,1.56,7.5,2.29,61,274,0.57,23.5,7.27,0
2025-12-25,PUB_GB_PANT_DEL,89,1,2,14,72,0.9,38.6,2.4,7.23,2.89,38,232,0.16,27.5,4.49,0
2025-12-26,PUB_GB_PANT_DEL,83,1,1,11,70,0.66,36.8,0.68,7.39,1.63,216,236,0.33,29.1,7.28,0
2025-12-27,PUB_GB_PANT_DEL,87,2,1,16,68,0.8,25.8,0.74,7.46,1.24,186,288,0.35,26.7,5.81,0
2025-12-28,PUB_GB_PANT_DEL,76,2,2,11,61,0.87,41.7,0.72,6.72,1.03,168,240,0.33,26.9,8.48,0
2025-12-29,PUB_GB_PANT_DEL,90,1,2,12,75,0.83,24.5,2.34,7.49,2.22,379,210,0.2,23.8,8.0,0
2025-12-30,PUB_GB_PANT_DEL,69,1,2,8,58,0.78,34.0,2.41,7.06,2.89,282,278,0.23,27.5,6.35,0
2025-12-31,PUB_GB_PANT_DEL,91,2,2,14,73,0.84,24.9,1.91,7.09,3.6,127,203,0.32,26.0,6.24,0
2026-01-01,PUB_GB_PANT_DEL,81,1,3,15,62,0.9,44.3,2.37,7.19,1.16,53,271,0.55,25.7,7.29,0
2026-01-02,PUB_GB_PANT_DEL,85,1,2,16,66,0.63,31.6,0.69,7.22,1.77,181,256,0.3,25.3,7.06,0
2026-01-03,PUB_GB_PANT_DEL,93,1,2,18,72,0.85,37.6,1.92,7.39,2.82,187,269,0.27,26.5,6.97,0
2026-01-04,PUB_GB_PANT_DEL,74,1,1,9,63,0.64,43.4,0.9,7.46,3.57,314,359,0.27,22.2,6.52,0
2026-01-05,PUB_GB_PANT_DEL,79,1,2,9,67,0.91,55.2,1.56,7.44,1.38,92,169,0.27,24.5,5.77,0
2026-01-06,PUB_GB_PANT_DEL,103,2,2,19,80,0.59,38.9,2.48,7.19,0.11,388,281,0.16,28.6,6.55,0
2026-01-07,PUB_GB_PANT_DEL,93,1,2,18,72,0.81,47.1,1.62,7.2,3.18,33,291,0.57,25.9,6.24,0
2026-01-08,PUB_GB_PANT_DEL,80,2,2,15,61,0.92,35.4,1.73,7.14,1.37,6,240,0.32,24.7,6.44,0
2026-01-09,PUB_GB_PANT_DEL,80,2,3,12,63,0.88,51.7,1.42,7.58,2.52,172,276,0.46,24.0,6.26,0
2026-01-10,PUB_GB_PANT_DEL,80,1,1,13,65,0.9,28.1,1.35,7.12,4.06,255,222,0.36,27.4,5.66,0
2026-01-11,PUB_GB_PANT_DEL,102,2,3,12,85,0.53,32.7,1.33,7.38,1.79,78,147,0.45,27.0,6.62,0
2026-01-12,PUB_GB_PANT_DEL,80,1,1,9,69,0.78,34.6,2.07,7.63,4.02,24,300,0.42,25.1,6.31,0
2026-01-13,PUB_GB_PANT_DEL,94,2,3,17,72,0.64,30.9,1.68,7.53,1.4,283,305,0.39,22.2,7.47,0
2026-01-14,PUB_GB_PANT_DEL,82,1,2,11,68,0.77,40.2,0.96,7.4,1.13,102,228,0.26,26.7,7.03,0
2026-01-15,PUB_GB_PANT_DEL,88,2,1,16,69,0.54,33.3,1.39,7.6,1.61,105,183,0.58,28.0,5.01,0
2026-01-16,PUB_GB_PANT_DEL,99,2,3,19,75,0.84,43.2,1.12,7.52,2.05,107,315,0.3,26.2,6.43,0
2026-01-17,PUB_GB_PANT_DEL,106,2,3,16,85,0.79,8.9,1.05,7.53,3.13,113,301,0.43,26.1,5.67,0
2026-01-18,PUB_GB_PANT_DEL,82,1,2,10,69,0.64,43.7,2.43,7.2,3.06,289,238,0.51,27.8,5.79,0
2026-01-19,PUB_GB_PANT_DEL,96,1,2,16,77,0.83,46.1,1.38,7.12,1.89,223,203,0.43,25.5,6.7,0
2026-01-20,PUB_GB_PANT_DEL,85,2,2,12,69,0.9,41.3,1.46,7.59,0.1,190,317,0.29,26.1,7.04,0
2026-01-21,PUB_GB_PANT_DEL,84,2,2,16,64,0.79,33.7,0.84,7.14,0.48,259,165,0.39,25.6,5.88,0
2026-01-22,PUB_GB_PANT_DEL,85,2,2,13,68,0.84,37.6,1.37,7.65,1.08,322,290,0.43,20.7,6.47,0
2026-01-23,PUB_GB_PANT_DEL,83,2,1,13,67,0.78,49.1,1.22,7.47,1.88,251,302,0.49,23.7,5.55,0
2026-01-24,PUB_GB_PANT_DEL,101,2,3,14,82,0.65,27.6,2.04,7.22,1.39,294,195,0.35,23.2,7.73,0
2026-01-25,PUB_GB_PANT_DEL,78,1,2,14,61,0.81,18.9,2.09,7.29,3.5,282,393,0.36,24.1,7.72,0
2026-01-26,PUB_GB_PANT_DEL,101,2,3,16,80,0.55,34.8,1.28,7.26,0.79,187,201,0.32,27.8,6.74,0
2026-01-27,PUB_GB_PANT_DEL,81,1,2,12,66,0.92,44.2,2.39,7.32,0.11,305,258,0.34,24.5,5.97,0
2026-01-28,PUB_GB_PANT_DEL,80,1,2,11,66,0.92,43.9,1.67,7.08,2.07,185,289,0.57,27.6,4.54,0
2026-01-29,PUB_GB_PANT_DEL,88,2,2,10,74,0.94,38.1,2.41,6.82,2.92,26,185,0.31,24.7,6.57,0
2026-01-30,PUB_GB_PANT_DEL,85,2,2,16,65,0.51,37.5,2.29,7.11,0.9,277,300,0.28,25.1,4.03,0
2026-01-31,PUB_GB_PANT_DEL,87,2,2,10,73,0.59,43.8,1.68,7.15,2.95,260,294,0.44,24.8,6.79,0
2026-02-01,PUB_GB_PANT_DEL,96,1,3,15,77,0.74,40.5,2.48,7.08,1.76,312,345,0.48,28.1,6.53,0
2026-02-02,PUB_GB_PANT_DEL,110,2,2,17,89,0.79,50.6,0.68,7.18,1.34,3,340,0.38,28.5,5.23,0
2026-02-03,PUB_GB_PANT_DEL,73,1,1,14,57,0.75,31.8,2.09,7.45,2.9,473,208,0.62,25.8,6.64,0
2026-02-04,PUB_GB_PANT_DEL,76,1,1,9,65,0.9,37.7,1.0,7.44,1.99,197,243,0.42,24.9,6.8,0
2026-02-05,PUB_GB_PANT_DEL,73,1,2,10,60,0.57,33.8,0.97,7.11,1.5,141,241,0.42,26.0,6.37,0
2026-02-06,PUB_GB_PANT_DEL,78,1,2,15,60,0.52,41.2,1.06,7.21,2.67,64,298,0.26,29.7,7.56,0
2026-02-07,PUB_GB_PANT_DEL,82,2,2,13,65,0.61,22.0,0.87,7.28,1.67,80,272,0.35,27.3,6.94,0
2026-02-08,PUB_GB_PANT_DEL,87,1,3,16,67,0.87,33.9,2.01,7.05,2.53,229,308,0.25,25.0,6.77,0
2026-02-09,PUB_GB_PANT_DEL,73,1,2,10,60,0.66,18.5,1.2,7.33,3.36,188,257,0.2,26.1,7.08,0
2026-02-10,PUB_GB_PANT_DEL,86,2,3,15,66,0.54,31.2,1.14,7.18,1.68,325,297,0.62,25.6,5.1,0
2026-02-11,PUB_GB_PANT_DEL,81,2,2,10,67,0.64,32.7,0.77,7.15,0.88,122,272,0.15,22.1,5.81,0
2026-02-12,PUB_GB_PANT_DEL,93,1,2,17,73,0.8,30.8,2.39,7.14,1.51,354,263,0.32,26.9,6.63,0
2026-02-13,PUB_GB_PANT_DEL,83,2,1,10,70,0.62,60.7,2.31,7.06,2.55,92,214,0.23,25.9,6.42,0
2026-02-14,PUB_GB_PANT_DEL,103,1,3,17,82,0.57,39.3,1.42,7.04,1.66,161,294,0.46,25.4,8.07,0
2026-02-15,PUB_GB_PANT_DEL,85,1,3,16,65,0.54,43.0,1.54,7.4,0.34,288,282,0.31,26.0,6.73,0
2026-02-16,PUB_GB_PANT_DEL,82,2,2,13,65,0.5,34.7,1.41,7.37,2.0,74,249,0.49,21.0,5.82,0
2026-02-17,PUB_GB_PANT_DEL,91,2,3,12,74,0.89,29.8,1.25,7.05,1.67,196,233,0.65,23.1,7.0,0
2026-02-18,PUB_GB_PANT_DEL,91,1,2,13,75,0.93,44.7,1.49,7.64,1.51,90,175,0.3,24.9,5.68,0
2025-08-23,PUB_KEM_MUM,53,1,3,13,36,0.8,32.0,2.26,7.22,0.01,454,215,0.36,28.0,5.51,0
2025-08-24,PUB_KEM_MUM,55,1,2,11,41,0.87,45.9,1.06,6.95,4.74,321,184,0.37,25.5,4.45,0
2025-08-25,PUB_KEM_MUM,49,1,2,14,32,0.52,43.4,2.35,7.16,3.28,294,267,0.3,27.1,6.85,0
2025-08-26,PUB_KEM_MUM,65,2,3,17,43,0.65,37.9,0.68,7.05,4.0,671,293,0.42,24.2,6.56,1
2025-08-27,PUB_KEM_MUM,59,2,2,13,42,0.66,33.8,0.66,7.23,3.41,299,293,0.43,24.4,7.13,0
2025-08-28,PUB_KEM_MUM,60,1,2,17,40,0.51,44.5,1.68,7.34,2.72,511,204,0.57,24.2,5.34,0
2025-08-29,PUB_KEM_MUM,51,1,2,15,33,0.67,53.0,0.83,7.14,3.14,60,286,0.71,26.4,5.95,0
2025-08-30,PUB_KEM_MUM,41,1,1,7,32,0.63,41.3,1.37,7.19,0.51,40,309,0.65,31.3,8.01,0
2025-08-31,PUB_KEM_MUM,50,1,1,14,34,0.77,21.7,1.16,6.92,1.83,196,259,0.34,22.3,7.7,0
2025-09-01,PUB_KEM_MUM,63,2,3,12,46,0.54,26.6,2.14,6.61,3.63,210,274,0.54,28.6,7.54,0
2025-09-02,PUB_KEM_MUM,51,1,2,9,39,0.9,20.6,1.74,7.29,0.3,407,326,0.41,24.8,7.91,0
2025-09-03,PUB_KEM_MUM,67,2,3,14,48,0.75,36.1,0.69,7.07,1.53,483,299,0.51,27.1,8.85,0
2025-09-04,PUB_KEM_MUM,48,1,1,10,36,0.62,42.5,1.52,7.07,3.22,498,260,0.26,30.3,5.92,0
2025-09-05,PUB_KEM_MUM,60,1,2,17,40,0.85,36.7,1.01,7.15,1.56,42,353,0.28,24.9,6.61,0
2025-09-06,PUB_KEM_MUM,65,2,3,15,45,0.94,35.8,2.02,7.0,2.48,104,342,0.34,26.0,7.52,0
2025-09-07,PUB_KEM_MUM,57,2,2,12,41,0.59,35.5,1.37,7.28,3.17,195,201,0.64,26.9,6.96,0
2025-09-08,PUB_KEM_MUM,60,1,2,17,40,0.81,43.7,2.08,7.27,1.03,231,278,0.38,27.0,7.27,0
2025-09-09,PUB_KEM_MUM,52,2,2,11,37,0.63,24.7,1.24,7.25,3.99,60,315,0.45,26.7,6.87,0
2025-09-10,PUB_KEM_MUM,71,1,2,20,48,0.92,38.5,1.96,7.05,1.0,643,315,0.59,28.0,6.43,1
2025-09-11,PUB_KEM_MUM,61,1,1,11,48,0.63,41.3,0.82,7.17,4.61,731,318,0.42,27.6,8.04,1
2025-09-12,PUB_KEM_MUM,43,1,1,11,30,0.73,49.6,1.85,7.38,3.46,315,262,0.4,26.2,6.86,0
2025-09-13,PUB_KEM_MUM,43,1,2,7,33,0.93,45.6,1.89,6.89,4.21,288,224,0.33,27.5,5.62,0
2025-09-14,PUB_KEM_MUM,65,2,3,19,41,0.95,48.5,1.25,7.0,1.87,420,220,0.3,24.5,6.75,0
2025-09-15,PUB_KEM_MUM,71,2,2,14,53,0.7,30.8,1.08,7.3,0.23,93,168,0.55,27.9,5.35,0
2025-09-16,PUB_KEM_MUM,46,1,1,10,34,0.61,39.7,0.71,7.26,4.94,179,246,0.65,24.1,7.0,0
2025-09-17,PUB_KEM_MUM,59,2,2,16,39,0.64,41.4,1.69,6.88,4.39,277,293,0.45,26.7,5.88,0
2025-09-18,PUB_KEM_MUM,65,1,3,15,46,0.67,45.5,0.68,7.47,7.1,489,247,0.28,25.4,6.1,0
2025-09-19,PUB_KEM_MUM,51,2,2,14,33,0.7,25.4,2.44,6.93,3.34,778,188,0.52,26.9,7.06,1
2025-09-20,PUB_KEM_MUM,59,2,2,13,42,0.77,59.0,0.58,7.66,2.56,480,180,0.33,28.4,6.48,0
2025-09-21,PUB_KEM_MUM,50,1,2,9,38,0.54,44.8,1.23,7.22,3.94,170,199,0.81,29.6,6.85,0
2025-09-22,PUB_KEM_MUM,64,1,2,18,43,0.72,60.8,1.82,7.04,3.54,119,212,0.24,26.8,8.05,0
2025-09-23,PUB_KEM_MUM,57,2,2,11,42,0.64,41.0,0.74,7.23,6.11,532,267,0.43,28.0,7.27,0
2025-09-24,PUB_KEM_MUM,46,1,1,10,34,0.9,37.9,0.61,7.32,5.1,316,291,0.11,24.5,5.99,0
2025-09-25,PUB_KEM_MUM,64,1,3,14,46,0.56,51.5,1.6,7.4,4.86,53,277,0.22,30.4,6.31,0
2025-09-26,PUB_KEM_MUM,50,2,2,12,34,0.8,50.1,0.79,6.82,3.7,340,245,0.46,29.8,5.87,0
2025-09-27,PUB_KEM_MUM,45,1,1,10,33,0.78,32.7,1.82,6.9,3.27,368,255,0.25,28.9,6.33,0
